,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
3201,2010-10-15,Jackass 3D,20000000,117229692,2010,10,Jackass 3D2010,,,5.8614846,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3202,2016-07-29,Bad Moms,20000000,113257297,2016,7,Bad Moms2016,Bad Moms,STX,5.66286485,Bill Block,Bad Moms,Comedy,tt4651520,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3209,2014-07-02,Tammy,20000000,84525432,2014,7,Tammy2014,Tammy,WB (NL),4.2262716,Will Ferrell,Tammy,"Comedy,Romance",tt2103254,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3212,2011-11-16,The Descendants,20000000,82624961,2011,11,The Descendants2011,The Descendants,FoxS,4.13124805,Jim Taylor,The Descendants,"Comedy,Drama",tt1033575,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3217,2016-10-21,Tyler Perry's Boo! A Madea Halloween,20000000,73206343,2016,10,Tyler Perryâs Boo! A Madea Halloween2016,,,3.66031715,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3222,2012-06-29,Tyler Perry's Madea's Witness Protection,20000000,65653242,2012,6,Tyler Perry's Madea's Witness Protection2012,Tyler Perry's Madea's Witness Protection,LGF,3.2826621,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3223,2010-03-31,The Last Song,20000000,62950384,2010,3,The Last Song2010,The Last Song,BV,3.1475192,Jennifer Gibgot,The Last Song,"Drama,Music,Romance",tt1294226,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3225,2010-04-02,Why Did I Get Married Too?,20000000,60095852,2010,4,Why Did I Get Married Too?2010,,,3.0047926,Reuben Cannon,Why Did I Get Married Too?,"Comedy,Drama,Romance",tt1391137,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3227,2013-10-18,12 Years a Slave,20000000,56671993,2013,10,12 Years a Slave2013,12 Years a Slave,FoxS,2.83359965,Jeremy Kleiner,12 Years a Slave,"Biography,Drama,History",tt2024544,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3231,2016-06-03,Me Before You,20000000,56245075,2016,6,Me Before You2016,Me Before You,WB (NL),2.81225375,Alison Owen,Me Before You,"Drama,Romance",tt2674426,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3234,2016-04-15,Barbershop: The Next Cut,20000000,54030051,2016,4,Barbershop: The Next Cut2016,Barbershop: The Next Cut,WB (NL),2.70150255,George Tillman Jr.,Barbershop: The Next Cut,"Comedy,Drama",tt3628584,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3237,2018-09-14,A Simple Favor,20000000,53548586,2018,9,A Simple Favor2018,A Simple Favor,LGF,2.6774293,Jessie Henderson,A Simple Favor,"Comedy,Crime,Drama",tt7040874,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3238,2015-01-09,Selma,20000000,52076908,2015,1,Selma2015,,,2.6038454,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3244,2017-10-20,Tyler Perry's Boo 2! A Madea Halloween,20000000,47319572,2017,10,Tyler Perryâs Boo 2! A Madea Halloween2017,,,2.3659786,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3247,2015-11-06,Spotlight,20000000,45055776,2015,11,Spotlight2015,Spotlight,ORF,2.2527888,Michael Sugar,Spotlight,"Crime,Drama",tt1895587,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3252,2018-03-30,Acrimony,20000000,43549096,2018,3,Acrimony2018,,,2.1774548,Ozzie Areu,Acrimony,"Drama,Romance,Thriller",tt6063050,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3255,2015-06-26,Max,20000000,42656255,2015,6,Max2015,,,2.13281275,Ken Blancato,Max,"Adventure,Drama,Family",tt3369806,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3259,2017-11-17,The Star,20000000,40847995,2017,11,The Star2017,The Star,Sony,2.04239975,Jennifer Magee-Cook,The Star,"Adventure,Animation,Comedy",tt4587656,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3263,2016-07-27,Nerve,20000000,38583626,2016,7,Nerve2016,Nerve,LGF,1.9291813,Allison Shearmur,Nerve,"Action,Adventure,Crime",tt3531824,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3269,2016-02-19,Risen,20000000,36880033,2016,2,Risen2016,Risen,Sony,1.84400165,Patrick Aiello,Risen,"Action,Adventure,Drama",tt3231054,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3272,2010-08-18,Vampires Suck,20000000,36661504,2010,8,Vampires Suck2010,Vampires Suck,Fox,1.8330752,Peter Safran,Vampires Suck,Comedy,tt1666186,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3274,2010-09-01,The American,20000000,35606376,2010,9,The American2010,The American,Focus,1.7803188,Grant Heslov,The American,"Crime,Drama,Thriller",tt1440728,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3278,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,2011,11,A Very Harold & Kumar 3D Christmas2011,A Very Harold & Kumar 3D Christmas,WB,1.75305155,Greg Shapiro,A Very Harold & Kumar 3D Christmas,"Adventure,Comedy",tt1268799,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3280,2013-01-04,Texas Chainsaw 3D,20000000,34341945,2013,1,Texas Chainsaw 3D2013,Texas Chainsaw 3D,LGF,1.71709725,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3282,2014-09-19,This is Where I Leave You,20000000,34296320,2014,9,This is Where I Leave You2014,This is Where I Leave You,WB,1.714816,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3286,2013-04-12,Scary Movie V,20000000,32015787,2013,4,Scary Movie V2013,,,1.60078935,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3287,2010-03-12,She's Out of My League,20000000,32010860,2010,3,She's Out of My League2010,She's Out of My League,Par.,1.600543,David B. Householter,She's Out of My League,"Comedy,Romance",tt0815236,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3291,2011-08-31,The Debt,20000000,31177548,2011,8,The Debt2011,The Debt,Focus,1.5588774,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3293,2010-01-08,Daybreakers,20000000,30101577,2010,1,Daybreakers2010,Daybreakers,LGF,1.50507885,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3302,2013-08-23,The World's End,20000000,26004851,2013,8,The World's End2013,The World's End,Focus,1.30024255,Tim Bevan,The World's End,"Action,Comedy,Sci-Fi",tt1213663,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3306,2010-09-24,You Again,20000000,25702053,2010,9,You Again2010,You Again,BV,1.28510265,John J. Strauss,You Again,"Comedy,Family,Romance",tt1414382,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3309,2010-09-17,Alpha and Omega 3D,20000000,25107267,2010,9,Alpha and Omega 3D2010,,,1.25536335,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3310,2018-12-25,On the Basis of Sex,20000000,24622687,2018,12,On the Basis of Sex2018,On the Basis of Sex,Focus,1.23113435,Robert W. Cort,On the Basis of Sex,"Biography,Drama",tt4669788,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3312,2014-02-14,Endless Love,20000000,23438250,2014,2,Endless Love2014,,,1.1719125,Josh Schwartz,Endless Love,"Drama,Romance",tt2318092,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3316,2011-07-01,Monte Carlo,20000000,23186769,2011,7,Monte Carlo2011,Monte Carlo,Fox,1.15933845,Denise Di Novi,Monte Carlo,"Adventure,Comedy,Family",tt1067774,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3319,2017-06-16,Rough Night,20000000,22105643,2017,6,Rough Night2017,Rough Night,Sony,1.10528215,Dave Becky,Rough Night,"Comedy,Crime,Thriller",tt4799050,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3327,2015-11-20,Secret in Their Eyes,20000000,20180155,2015,11,Secret in Their Eyes2015,,,1.00900775,Matt Jackson,Secret in Their Eyes,"Crime,Drama,Mystery",tt1741273,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3339,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,2012,10,Silent Hill: Revelation 3D2012,Silent Hill: Revelation 3D,ORF,0.87651095,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3341,2017-03-31,The Zookeeper's Wife,20000000,17445186,2017,3,The Zookeeperâs Wife2017,,,0.8722593,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3345,2017-09-29,Flatliners,20000000,16883115,2017,9,Flatliners2017,,,0.84415575,Peter Safran,Flatliners,"Drama,Horror,Mystery",tt2039338,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3358,2012-04-13,Lockout,20000000,14326865,2012,4,Lockout2012,Lockout,FD,0.71634325,Marc Libert,Lockout,"Action,Sci-Fi,Thriller",tt1592525,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3360,2011-09-30,What's Your Number?,20000000,14011084,2011,9,What's Your Number?2011,What's Your Number?,Fox,0.7005542,Tripp Vinson,What's Your Number?,"Comedy,Romance",tt0770703,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3364,2015-10-30,Burnt,20000000,13651946,2015,10,Burnt2015,Burnt,Wein.,0.6825973,Stacey Sher,Burnt,"Comedy,Drama",tt2503944,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3371,2016-02-26,Triple 9,20000000,12639297,2016,2,Triple 92016,Triple 9,ORF,0.63196485,Keith Redmon,Triple 9,"Crime,Thriller",tt1712261,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3375,2016-09-02,The Light Between Oceans,20000000,12545979,2016,9,The Light Between Oceans2016,The Light Between Oceans,BV,0.62729895,Jeffrey Clifford,The Light Between Oceans,"Drama,Romance",tt2547584,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3380,2010-10-01,Let Me In,20000000,12134935,2010,10,Let Me In2010,Let Me In,Over.,0.60674675,Donna Gigliotti,Let Me In,"Drama,Fantasy,Horror",tt1228987,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3392,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,2016,6,Popstar: Never Stop Never Stopping2016,,,0.4748065,Judd Apatow,Popstar: Never Stop Never Stopping,"Comedy,Music",tt3960412,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3394,2017-10-27,Thank You for Your Service,20000000,9479390,2017,10,Thank You for Your Service2017,,,0.4739695,Jon Kilik,Thank You for Your Service,"Biography,Drama,War",tt2776878,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3397,2013-09-20,Battle of the Year,20000000,8888355,2013,9,Battle of the Year2013,Battle of the Year,SGem,0.44441775,Tripp Vinson,Battle of the Year,"Drama,Music",tt1532958,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3400,2016-04-29,Ratchet and Clank,20000000,8813410,2016,4,Ratchet and Clank2016,,,0.4406705,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3404,2014-12-12,Inherent Vice,20000000,8110975,2014,12,Inherent Vice2014,Inherent Vice,WB,0.40554875,Daniel Lupi,Inherent Vice,"Comedy,Crime,Drama",tt1791528,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3407,2013-10-11,Machete Kills,20000000,8008161,2013,10,Machete Kills2013,Machete Kills,ORF,0.40040805,Iliana Nikolic,Machete Kills,"Action,Crime,Sci-Fi",tt2002718,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3416,2015-04-24,Little Boy,20000000,6485961,2015,4,Little Boy2015,Little Boy,ORF,0.32429805,Leo Severino,Little Boy,"Drama,History,War",tt1810683,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3419,2012-10-26,Chasing Mavericks,20000000,6002756,2012,10,Chasing Mavericks2012,Chasing Mavericks,Fox,0.3001378,Mark Johnson,Chasing Mavericks,"Biography,Drama,Sport",tt1629757,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3420,2014-12-31,A Most Violent Year,20000000,5749134,2014,12,A Most Violent Year2014,A Most Violent Year,A24,0.2874567,Neal Dodson,A Most Violent Year,"Crime,Drama,Thriller",tt2937898,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3422,2011-11-23,A Dangerous Method,20000000,5702083,2011,11,A Dangerous Method2011,A Dangerous Method,SPC,0.28510415,Jeremy Thomas,A Dangerous Method,"Biography,Drama,Romance",tt1571222,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3427,2016-08-26,Hands of Stone,20000000,4712792,2016,8,Hands of Stone2016,Hands of Stone,Wein.,0.2356396,Carlos Garcia de Paredes,Hands of Stone,"Action,Biography,Drama",tt1781827,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3433,2012-09-07,The Cold Light of Day,20000000,3763583,2012,9,The Cold Light of Day2012,The Cold Light of Day,LG/S,0.18817915,Marc D. Evans,The Cold Light of Day,"Action,Thriller",tt1366365,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3437,2018-10-26,Suspiria,20000000,2483472,2018,10,Suspiria2018,Suspiria,Amazon,0.1241736,Francesco Melzi d'Eril,Suspiria,"Fantasy,Horror,Mystery",tt1034415,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3439,2017-11-03,LBJ,20000000,2468683,2017,11,LBJ2017,,,0.12343415,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3442,2015-11-13,My All-American,20000000,2246000,2015,11,My All-American2015,,,0.1123,Paul Schiff,My All-American,"Biography,Drama,Sport",tt3719896,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3447,2011-04-29,Dylan Dog: Dead of Night,20000000,1186538,2011,4,Dylan Dog: Dead of Night2011,Dylan Dog: Dead of Night,OMNI/FSR,0.0593269,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3448,2012-08-29,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,2012,8,The Oogieloves in the BIG Balloon Adventure2012,,,0.05329535,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3451,2010-08-06,Middle Men,20000000,754301,2010,8,Middle Men2010,,,0.03771505,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3452,2017-04-28,Jà¬yà¬ dà shī,20000000,587470,2017,4,JÃ¬yÃ¬ dÃ shÄ«2017,,,0.0293735,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3453,2010-12-03,All Good Things,20000000,582024,2010,12,All Good Things2010,All Good Things,Magn.,0.0291012,Michael London,All Good Things,"Crime,Drama,Mystery",tt1175709,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3455,2015-11-13,By the Sea,20000000,538460,2015,11,By the Sea2015,By the Sea,Uni.,0.026923,,,,,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3459,2010-12-10,The Tempest,20000000,277943,2010,12,The Tempest2010,The Tempest,Mira.,0.01389715,Julia Taylor-Stanley,The Tempest,"Comedy,Drama,Fantasy",tt1274300,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3468,2015-10-30,Regression,20000000,55039,2015,10,Regression2015,,,0.00275195,Fernando Bovaira,Regression,"Crime,Horror,Mystery",tt3319920,2,2.310344827586207,15500000.0,30000000.0,1.4647694343326356
3471,2017-12-01,The Shape of Water,19500000,63859435,2017,12,The Shape of Water2017,The Shape of Water,FoxS,3.2748428205128204,J. Miles Dale,The Shape of Water,"Adventure,Drama,Fantasy",tt5580390,2,2.2758620689655173,15500000.0,30000000.0,1.4647694343326356
3472,2012-11-23,De rouille et d'os,19500000,2061449,2012,11,De rouille et dâos2012,,,0.10571533333333333,,,,,2,2.2758620689655173,15500000.0,30000000.0,1.4647694343326356
3474,2011-07-29,The Devil's Double,19100000,1361512,2011,7,The Devil's Double2011,The Devil's Double,LGF,0.07128335078534032,Michael John Fedun,The Devil's Double,"Biography,Drama,Thriller",tt1270262,2,2.2482758620689656,15500000.0,30000000.0,1.4647694343326356
3479,2011-06-24,Bad Teacher,19000000,100292856,2011,6,Bad Teacher2011,Bad Teacher,Sony,5.278571368421052,David B. Householter,Bad Teacher,"Comedy,Romance",tt1284575,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3481,2016-08-12,Sausage Party,19000000,97670358,2016,8,Sausage Party2016,Sausage Party,Sony,5.140545157894737,Megan Ellison,Sausage Party,"Adventure,Animation,Comedy",tt1700841,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3489,2010-02-26,The Crazies,19000000,39123589,2010,2,The Crazies2010,The Crazies,Over.,2.0591362631578947,Rob Cowan,The Crazies,"Horror,Thriller",tt0455407,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3492,2018-11-02,Nobody's Fool,19000000,31713110,2018,11,Nobodyâs Fool2018,,,1.6691110526315789,,,,,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3493,2010-08-20,The Switch,19000000,27758465,2010,8,The Switch2010,The Switch,Mira.,1.460971842105263,Ron Yerxa,The Switch,"Comedy,Drama,Romance",tt0889573,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3495,2010-01-08,Leap Year,19000000,25918920,2010,1,Leap Year2010,Leap Year,Uni.,1.3641536842105264,Roger Birnbaum,Leap Year,"Comedy,Romance",tt1216492,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3500,2013-11-08,The Book Thief,19000000,21488481,2013,11,The Book Thief2013,The Book Thief,Fox,1.1309726842105263,Ken Blancato,The Book Thief,"Drama,War",tt0816442,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3508,2011-03-04,Take Me Home Tonight,19000000,6928068,2011,3,Take Me Home Tonight2011,Take Me Home Tonight,Rela.,0.3646351578947368,Ryan Kavanaugh,Take Me Home Tonight,"Comedy,Drama,Romance",tt0810922,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3510,2012-09-28,Won't Back Down,19000000,5310554,2012,9,Won't Back Down2012,Won't Back Down,Fox,0.27950284210526316,Mark Johnson,Won't Back Down,Drama,tt1870529,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3511,2018-06-01,Action Point,19000000,5059608,2018,6,Action Point2018,,,0.26629515789473684,Bill Gerber,Action Point,Comedy,tt6495770,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3514,2011-12-13,George Balanchine\'s The Nutcracker,19000000,2119994,2011,12,George Balanchine\'s The Nutcracker2011,,,0.11157863157894737,,,,,2,2.2413793103448274,15500000.0,30000000.0,1.4647694343326356
3524,2014-05-09,Neighbors,18000000,150086800,2014,5,Neighbors2014,Neighbors,Uni.,8.338155555555556,Evan Goldberg,Neighbors,Comedy,tt2004420,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3538,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,2016,3,My Big Fat Greek Wedding 22016,My Big Fat Greek Wedding 2,Uni.,3.3160891666666665,Gary Goetzman,My Big Fat Greek Wedding 2,"Comedy,Romance",tt3760922,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3541,2015-09-11,The Perfect Guy,18000000,57027435,2015,9,The Perfect Guy2015,The Perfect Guy,SGem,3.1681908333333335,Nicole Rocklin,The Perfect Guy,"Crime,Drama,Horror",tt3862750,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3545,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,2011,3,Diary of a Wimpy Kid: Rodrick Rules2011,Diary of a Wimpy Kid: Rodrick Rules,Fox,2.9276963888888887,Brad Simpson,Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family",tt1650043,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3549,2011-04-08,Soul Surfer,18000000,43853424,2011,4,Soul Surfer2011,Soul Surfer,TriS,2.436301333333333,,,,,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3551,2018-06-29,Uncle Drew,18000000,42469946,2018,6,Uncle Drew2018,Uncle Drew,LG/S,2.3594414444444443,Marty Bowen,Uncle Drew,"Comedy,Sport",tt7334528,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3553,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,2014,10,Birdman or (The Unexpected Virtue of Ignorance)2014,,,2.3522554444444443,John Lesher,Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama",tt2562232,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3557,2013-07-26,Blue Jasmine,18000000,33404871,2013,7,Blue Jasmine2013,Blue Jasmine,SPC,1.8558261666666667,Letty Aronson,Blue Jasmine,Drama,tt2334873,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
3564,2015-08-07,Ricki and the Flash,18000000,26839498,2015,8,Ricki and the Flash2015,Ricki and the Flash,TriS,1.4910832222222221,Gary Goetzman,Ricki and the Flash,"Comedy,Drama,Music",tt3623726,2,2.1724137931034484,15500000.0,30000000.0,1.4647694343326356
