,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
540,2012-07-13,Ice Age: Continental Drift,95000000,161321843,2012,7,Ice Age: Continental Drift2012,Ice Age: Continental Drift,Fox,1.6981246631578948,John C. Donkin,Ice Age: Continental Drift,"Adventure,Animation,Comedy",tt1667889,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
542,2010-05-27,Sex and the City 2,95000000,95347692,2010,5,Sex and the City 22010,Sex and the City 2,WB (NL),1.0036599157894737,John P. Melfi,Sex and the City 2,"Comedy,Drama,Romance",tt1261945,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
543,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,2010,2,Percy Jackson & the Olympians: The Lightning Thief2010,,,0.9344031894736842,Karen Rosenfelt,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",tt0814255,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
546,2012-08-10,The Campaign,95000000,86907746,2012,8,The Campaign2012,The Campaign,WB,0.9148183789473684,,,,,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
547,2010-11-12,Unstoppable,95000000,81562942,2010,11,Unstoppable2010,Unstoppable,Fox,0.8585572842105264,Alex Young,Unstoppable,"Action,Thriller",tt0477080,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
554,2016-08-19,Ben-Hur,95000000,26410477,2016,8,Ben-Hur2016,,,0.2780050210526316,Duncan Henderson,Ben-Hur,"Action,Adventure,Drama",tt2638144,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
556,2015-02-06,Seventh Son,95000000,17725785,2015,2,Seventh Son2015,Seventh Son,Uni.,0.1865872105263158,,,,,4,4.084155542658154,66000000.0,410600000.0,1.1712381905823133
561,2015-02-13,Kingsman: The Secret Service,94000000,128261724,2015,2,Kingsman: The Secret Service2015,Kingsman: The Secret Service,Fox,1.364486425531915,,,,,4,4.08125362739408,66000000.0,410600000.0,1.1712381905823133
563,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,2011,8,Rise of the Planet of the Apes2011,Rise of the Planet of the Apes,Fox,1.9006471505376343,Dylan Clark,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",tt1318514,4,4.078351712130006,66000000.0,410600000.0,1.1712381905823133
567,2013-02-14,A Good Day to Die Hard,92000000,67349198,2013,2,A Good Day to Die Hard2013,A Good Day to Die Hard,Fox,0.7320565,Wyck Godfrey,A Good Day to Die Hard,"Action,Thriller",tt1606378,4,4.075449796865931,66000000.0,410600000.0,1.1712381905823133
571,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,2013,12,The Secret Life of Walter Mitty2013,The Secret Life of Walter Mitty,Fox,0.6399652527472528,Stuart Cornfeld,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",tt0359950,4,4.072547881601857,66000000.0,410600000.0,1.1712381905823133
574,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,2017,12,Jumanji: Welcome to the Jungle2017,Jumanji: Welcome to the Jungle,Sony,4.494543511111111,,,,,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
580,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,2018,12,Spider-Man: Into The Spider-Verse 3D2018,,,2.1130355,,,,,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
582,2011-04-15,Rio,90000000,143619809,2011,4,Rio2011,Rio,Fox,1.5957756555555556,,,,,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
587,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,2011,12,The Girl with the Dragon Tattoo2011,,,1.1390643666666667,Søren Stærmose,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",tt1568346,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
593,2016-09-23,The Magnificent Seven,90000000,93432655,2016,9,The Magnificent Seven2016,,,1.0381406111111111,,,,,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
594,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,2015,12,Alvin and the Chipmunks: The Road Chip2015,Alvin and the Chipmunks: The Road Chip,Fox,0.9542998555555555,Ross Bagdasarian Jr.,Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy",tt2974918,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
597,2015-07-24,Pixels,90000000,78765986,2015,7,Pixels2015,Pixels,Sony,0.8751776222222222,Allen Covert,Pixels,"Action,Comedy,Sci-Fi",tt2120120,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
603,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,2013,8,Percy Jackson: Sea of Monsters2013,Percy Jackson: Sea of Monsters,Fox,0.7617728222222222,Michael Barnathan,Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",tt1854564,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
606,2016-06-10,Now You See Me 2,90000000,65075540,2016,6,Now You See Me 22016,Now You See Me 2,LG/S,0.7230615555555555,Bobby Cohen,Now You See Me 2,"Action,Adventure,Comedy",tt3110958,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
610,2018-03-16,Tomb Raider,90000000,58250803,2018,3,Tomb Raider2018,Tomb Raider,WB,0.6472311444444444,,,,,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
616,2011-08-19,Conan the Barbarian,90000000,21295021,2011,8,Conan the Barbarian2011,,,0.23661134444444445,John Baldecchi,Conan the Barbarian,"Action,Adventure,Fantasy",tt0816462,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
617,2011-10-21,The Three Musketeers,90000000,20377913,2011,10,The Three Musketeers2011,,,0.22642125555555556,Robert Kulzer,The Three Musketeers,"Action,Adventure,Romance",tt1509767,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
619,2017-04-21,The Promise,90000000,8224288,2017,4,The Promise2017,,,0.09138097777777777,Dorival Farlone,The Promise,Drama,tt10013288,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
628,2010-11-24,The Nutcracker in 3D,90000000,195459,2010,11,The Nutcracker in 3D2010,The Nutcracker in 3D,Free,0.0021717666666666666,Paul Lowin,The Nutcracker in 3D,"Action,Family,Fantasy",tt1041804,4,4.069645966337783,66000000.0,410600000.0,1.1712381905823133
631,2018-09-14,The Predator,88000000,51024708,2018,9,The Predator2018,,,0.5798262272727273,John Davis,The Predator,"Action,Adventure,Sci-Fi",tt3829266,4,4.063842135809634,66000000.0,410600000.0,1.1712381905823133
642,2014-03-21,Divergent,85000000,150947895,2014,3,Divergent2014,Divergent,LG/S,1.775857588235294,Pouya Shahbazian,Divergent,"Action,Adventure,Mystery",tt1840309,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
644,2012-09-28,Hotel Transylvania,85000000,148313048,2012,9,Hotel Transylvania2012,Hotel Transylvania,Sony,1.744859388235294,,,,,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
647,2012-02-10,Safe House,85000000,126181630,2012,2,Safe House2012,Safe House,Uni.,1.4844897647058823,Scott Stuber,Safe House,"Action,Adventure,Crime",tt1599348,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
653,2011-11-04,Tower Heist,85000000,78046570,2011,11,Tower Heist2011,Tower Heist,Uni.,0.9181949411764706,,,,,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
655,2012-03-30,Mirror Mirror,85000000,64935167,2012,3,Mirror Mirror2012,Mirror Mirror,Rela.,0.7639431411764706,Ryan Kavanaugh,Mirror Mirror,"Adventure,Comedy,Drama",tt1667353,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
663,2011-11-23,Arthur Christmas,85000000,46462469,2011,11,Arthur Christmas2011,Arthur Christmas,Sony,0.5466172823529412,Carla Shelley,Arthur Christmas,"Adventure,Animation,Comedy",tt1430607,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
666,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,2017,1,xXx: Return of Xander Cage2017,,,0.5282166235294118,Samantha Vincent,xXx: Return of Xander Cage,"Action,Adventure,Thriller",tt1293847,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
670,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,2010,7,Cats & Dogs: The Revenge of Kitty Galore2010,Cats & Dogs: The Revenge of Kitty Galore,WB,0.5127735647058823,Polly Johnsen,Cats & Dogs: The Revenge of Kitty Galore,"Action,Comedy,Family",tt1287468,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
675,2010-08-13,Scott Pilgrim vs. The World,85000000,31611316,2010,8,Scott Pilgrim vs. The World2010,,,0.37189783529411763,,,,,4,4.055136390017411,66000000.0,410600000.0,1.1712381905823133
678,2017-12-20,The Greatest Showman,84000000,174340174,2017,12,The Greatest Showman2017,The Greatest Showman,Fox,2.075478261904762,Jenno Topping,The Greatest Showman,"Biography,Drama,Musical",tt1485796,4,4.052234474753337,66000000.0,410600000.0,1.1712381905823133
683,2013-07-19,RED 2,84000000,53262560,2013,7,RED 22013,,,0.6340780952380952,Lorenzo di Bonaventura,RED 2,"Action,Comedy,Crime",tt1821694,4,4.052234474753337,66000000.0,410600000.0,1.1712381905823133
689,2010-08-13,The Expendables,82000000,103068524,2010,8,The Expendables2010,The Expendables,LGF,1.2569332195121952,Avi Lerner,The Expendables,"Action,Adventure,Thriller",tt1320253,4,4.046430644225189,66000000.0,410600000.0,1.1712381905823133
694,2012-03-23,The Hunger Games,80000000,408010692,2012,3,The Hunger Games2012,The Hunger Games,LGF,5.10013365,Nina Jacobson,The Hunger Games,"Action,Adventure,Sci-Fi",tt1392170,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
696,2011-05-26,The Hangover Part II,80000000,254464305,2011,5,The Hangover Part II2011,The Hangover Part II,WB,3.1808038125,Daniel Goldberg,The Hangover Part II,"Comedy,Mystery",tt1411697,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
698,2017-02-10,The Lego Batman Movie,80000000,175750384,2017,2,The Lego Batman Movie2017,,,2.1968798,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
699,2015-09-25,Hotel Transylvania 2,80000000,169700110,2015,9,Hotel Transylvania 22015,Hotel Transylvania 2,Sony,2.121251375,Michelle Murdocca,Hotel Transylvania 2,"Animation,Comedy,Family",tt2510894,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
705,2013-07-12,Grown Ups 2,80000000,133668525,2013,7,Grown Ups 22013,Grown Ups 2,Sony,1.6708565625,Jack Giarraputo,Grown Ups 2,Comedy,tt2191701,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
706,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,2011,12,Alvin and the Chipmunks: Chipwrecked2011,Alvin and the Chipmunks: Chipwrecked,Fox,1.6638423625,Ross Bagdasarian Jr.,Alvin and the Chipmunks: Chipwrecked,"Adventure,Animation,Comedy",tt1615918,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
709,2010-02-19,Shutter Island,80000000,128012934,2010,2,Shutter Island2010,Shutter Island,Par.,1.600161675,Arnold Messer,Shutter Island,"Mystery,Thriller",tt1130884,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
717,2011-02-11,Just Go With It,80000000,103028109,2011,2,Just Go With It2011,Just Go With It,Sony,1.2878513625,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
721,2010-12-17,Yogi Bear,80000000,100246011,2010,12,Yogi Bear2010,Yogi Bear,WB,1.2530751375,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
723,2010-01-15,The Book of Eli,80000000,94835059,2010,1,The Book of Eli2010,The Book of Eli,WB,1.1854382375,Joel Silver,The Book of Eli,"Action,Adventure,Drama",tt1037705,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
729,2014-10-17,Fury,80000000,85817906,2014,10,Fury2014,,,1.072723825,Bill Block,Fury,"Action,Drama,War",tt2713180,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
732,2018-09-28,Smallfoot,80000000,83240103,2018,9,Smallfoot2018,Smallfoot,WB,1.0405012875,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
734,2011-07-08,Zookeeper,80000000,80360866,2011,7,Zookeeper2011,Zookeeper,Sony,1.004510825,Walt Becker,Zookeeper,"Comedy,Family,Romance",tt1222817,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
757,2013-12-20,Walking with Dinosaurs,80000000,36076121,2013,12,Walking with Dinosaurs2013,Walking with Dinosaurs,Fox,0.4509515125,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
760,2015-10-23,The Last Witch Hunter,80000000,27367660,2015,10,The Last Witch Hunter2015,The Last Witch Hunter,LG/S,0.34209575,Bernie Goldmann,The Last Witch Hunter,"Action,Adventure,Fantasy",tt1618442,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
762,2014-02-21,Pompeii,80000000,23169033,2014,2,Pompeii2014,Pompeii,TriS,0.2896129125,Don Carmody,Pompeii,"Action,Adventure,Drama",tt1921064,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
768,2010-04-22,Oceans,80000000,19422319,2010,4,Oceans2010,Oceans,BV,0.2427789875,,,,,4,4.04062681369704,66000000.0,410600000.0,1.1712381905823133
776,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,2012,2,Journey 2: The Mysterious Island2012,Journey 2: The Mysterious Island,WB (NL),1.3146872151898734,Beau Flynn,Journey 2: The Mysterious Island,"Action,Adventure,Comedy",tt1397514,4,4.037724898432966,66000000.0,410600000.0,1.1712381905823133
777,2011-11-11,Jack and Jill,79000000,74158157,2011,11,Jack and Jill2011,Jack and Jill,Sony,0.9387108481012658,Todd Garner,Jack and Jill,Comedy,tt0810913,4,4.037724898432966,66000000.0,410600000.0,1.1712381905823133
779,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,2013,9,Cloudy with a Chance of Meatballs 22013,Cloudy with a Chance of Meatballs 2,Sony,1.5358149615384615,,,,,4,4.034822983168891,66000000.0,410600000.0,1.1712381905823133
784,2016-02-12,The Little Prince,77500000,1311213,2016,2,The Little Prince2016,The Little Prince,EOne,0.016918877419354838,,,,,4,4.033372025536854,66000000.0,410600000.0,1.1712381905823133
785,2018-07-20,The Equalizer 2,77000000,102084362,2018,7,The Equalizer 22018,The Equalizer 2,Sony,1.3257709350649352,Jason Blumenthal,The Equalizer 2,"Action,Crime,Thriller",tt3766354,4,4.031921067904817,66000000.0,410600000.0,1.1712381905823133
787,2013-07-03,Despicable Me 2,76000000,368065385,2013,7,Despicable Me 22013,Despicable Me 2,Uni.,4.842965592105263,Christopher Meledandri,Despicable Me 2,"Adventure,Animation,Comedy",tt1690953,4,4.029019152640743,66000000.0,410600000.0,1.1712381905823133
792,2016-07-08,The Secret Life of Pets,75000000,368384330,2016,7,The Secret Life of Pets2016,The Secret Life of Pets,Uni.,4.911791066666667,Janet Healy,The Secret Life of Pets,"Adventure,Animation,Comedy",tt2709768,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
794,2018-11-09,Dr. Seuss' The Grinch,75000000,270620950,2018,11,Dr. Seussâ The Grinch2018,,,3.6082793333333334,,,,,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
795,2016-12-21,Sing,75000000,270329045,2016,12,Sing2016,Sing,Uni.,3.6043872666666665,Janet Healy,Sing,"Animation,Comedy,Family",tt3470600,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
797,2017-06-30,Despicable Me 3,75000000,264624300,2017,6,Despicable Me 32017,Despicable Me 3,Uni.,3.528324,Janet Healy,Despicable Me 3,"Adventure,Animation,Comedy",tt3469046,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
801,2010-06-25,Grown Ups,75000000,162001186,2010,6,Grown Ups2010,Grown Ups,Sony,2.160015813333333,Jack Giarraputo,Grown Ups,Comedy,tt1375670,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
808,2013-05-31,Now You See Me,75000000,117723989,2013,5,Now You See Me2013,Now You See Me,LG/S,1.5696531866666668,Alex Kurtzman,Now You See Me,"Crime,Mystery,Thriller",tt1670345,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
811,2018-08-03,Christopher Robin,75000000,99215042,2018,8,Christopher Robin2018,,,1.3228672266666666,,,,,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
813,2011-11-11,Immortals,75000000,83504017,2011,11,Immortals2011,Immortals,Rela.,1.1133868933333333,Gianni Nunnari,Immortals,"Action,Drama,Fantasy",tt1253864,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
824,2010-06-04,Killers,75000000,47059963,2010,6,Killers2010,Killers,LGF,0.6274661733333333,Mike Karz,Killers,"Action,Comedy,Romance",tt1103153,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
827,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,2015,8,The Man From U.N.C.L.E.2015,The Man From U.N.C.L.E.,WB,0.6059347866666667,,,,,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
834,2011-03-25,Sucker Punch,75000000,36392502,2011,3,Sucker Punch2011,Sucker Punch,WB,0.48523336,Deborah Snyder,Sucker Punch,"Action,Adventure,Fantasy",tt0978764,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
836,2016-10-28,Inferno,75000000,34343574,2016,10,Inferno2016,Inferno,Sony,0.45791432,Brian Grazer,Inferno,"Action,Adventure,Crime",tt3062096,4,4.026117237376669,66000000.0,410600000.0,1.1712381905823133
843,2015-07-10,Minions,74000000,336045770,2015,7,Minions2015,Minions,Uni.,4.541159054054054,Janet Healy,Minions,"Adventure,Animation,Comedy",tt2293640,4,4.023215322112594,66000000.0,410600000.0,1.1712381905823133
845,2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,2015,2,The SpongeBob Movie: Sponge Out of Water2015,The SpongeBob Movie: Sponge Out of Water,Par.,2.202622054054054,,,,,4,4.023215322112594,66000000.0,410600000.0,1.1712381905823133
848,2016-05-20,The Angry Birds Movie,73000000,107509366,2016,5,The Angry Birds Movie2016,The Angry Birds Movie,Sony,1.4727310410958905,,,,,4,4.02031340684852,66000000.0,410600000.0,1.1712381905823133
870,2018-06-08,Ocean's 8,70000000,140218711,2018,6,Oceanâs 82018,,,2.0031244428571426,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
876,2017-11-10,Daddy's Home 2,70000000,104029443,2017,11,Daddyâs Home 22017,,,1.4861349,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
880,2013-03-22,Olympus Has Fallen,70000000,98927592,2013,3,Olympus Has Fallen2013,Olympus Has Fallen,FD,1.4132513142857144,Danny Lerner,Olympus Has Fallen,"Action,Thriller",tt2302755,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
883,2011-03-11,Battle: Los Angeles,70000000,83552429,2011,3,Battle: Los Angeles2011,Battle: Los Angeles,Sony,1.1936061285714286,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
885,2011-12-25,War Horse,70000000,79883359,2011,12,War Horse2011,War Horse,BV,1.141190842857143,Kathleen Kennedy,War Horse,"Drama,History,War",tt1568911,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
887,2014-02-07,The Monuments Men,70000000,78031620,2014,2,The Monuments Men2014,The Monuments Men,Sony,1.1147374285714287,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
888,2016-09-23,Storks,70000000,72679278,2016,9,Storks2016,Storks,WB,1.0382754,Bradford Lewis,Storks,"Adventure,Animation,Comedy",tt4624424,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
892,2012-01-20,Underworld: Awakening,70000000,62321039,2012,1,Underworld: Awakening2012,,,0.8903005571428572,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
893,2017-09-22,The Lego Ninjago Movie,70000000,59281555,2017,9,The Lego Ninjago Movie2017,,,0.8468793571428571,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
894,2014-10-10,Dracula Untold,70000000,55991880,2014,10,Dracula Untold2014,Dracula Untold,Uni.,0.799884,Michael De Luca,Dracula Untold,"Action,Drama,Fantasy",tt0829150,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
897,2010-09-24,Wall Street 2: Money Never Sleeps,70000000,52474616,2010,9,Wall Street 2: Money Never Sleeps2010,,,0.7496373714285715,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
898,2011-01-14,The Dilemma,70000000,48475290,2011,1,The Dilemma2011,The Dilemma,Uni.,0.6925041428571429,Brian Grazer,The Dilemma,"Comedy,Drama",tt1578275,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
902,2012-06-15,Rock of Ages,70000000,38518613,2012,6,Rock of Ages2012,Rock of Ages,WB (NL),0.5502659,Garrett Grant,Rock of Ages,"Comedy,Drama,Musical",tt1336608,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
910,2016-01-29,The Finest Hours,70000000,27569558,2016,1,The Finest Hours2016,The Finest Hours,BV,0.39385082857142856,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
911,2013-10-18,Escape Plan,70000000,25135965,2013,10,Escape Plan2013,Escape Plan,LG/S,0.35908521428571427,Remington Chase,Escape Plan,"Action,Crime,Mystery",tt1211956,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
914,2011-09-23,Killer Elite,70000000,25124986,2011,9,Killer Elite2011,Killer Elite,ORF,0.3589283714285714,Sigurjon Sighvatsson,Killer Elite,"Action,Crime,Thriller",tt1448755,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
920,2014-01-10,The Legend of Hercules,70000000,18848538,2014,1,The Legend of Hercules2014,The Legend of Hercules,LG/S,0.2692648285714286,Danny Lerner,The Legend of Hercules,"Action,Adventure,Fantasy",tt1043726,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
925,2014-05-09,Legends of Oz: Dorothy's Return,70000000,8462347,2014,5,Legends of Oz: Dorothyâs Return2014,,,0.12089067142857143,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
926,2015-01-16,Blackhat,70000000,8005980,2015,1,Blackhat2015,Blackhat,Uni.,0.11437114285714285,Jon Jashni,Blackhat,"Action,Crime,Thriller",tt2717822,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
929,2010-05-28,Agora,70000000,619423,2010,5,Agora2010,Agora,NM,0.0088489,,,,,4,4.011607661056297,66000000.0,410600000.0,1.1712381905823133
930,2010-07-09,Despicable Me,69000000,251513985,2010,7,Despicable Me2010,Despicable Me,Uni.,3.6451302173913045,John Cohen,Despicable Me,"Animation,Comedy,Family",tt1323594,4,4.008705745792223,66000000.0,410600000.0,1.1712381905823133
931,2010-07-30,Dinner for Schmucks,69000000,73026337,2010,7,Dinner for Schmucks2010,Dinner for Schmucks,P/DW,1.0583527101449275,Walter F. Parkes,Dinner for Schmucks,Comedy,tt0427152,4,4.008705745792223,66000000.0,410600000.0,1.1712381905823133
933,2018-03-02,Red Sparrow,69000000,46874505,2018,3,Red Sparrow2018,Red Sparrow,Fox,0.679340652173913,Jenno Topping,Red Sparrow,"Action,Drama,Thriller",tt2873282,4,4.008705745792223,66000000.0,410600000.0,1.1712381905823133
936,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,2010,6,The Twilight Saga: Eclipse2010,The Twilight Saga: Eclipse,Sum.,4.419584573529412,Wyck Godfrey,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",tt1325004,4,4.005803830528149,66000000.0,410600000.0,1.1712381905823133
939,2015-06-26,Ted 2,68000000,81476385,2015,6,Ted 22015,Ted 2,Uni.,1.1981821323529411,Jason Clark,Ted 2,Comedy,tt2637276,4,4.005803830528149,66000000.0,410600000.0,1.1712381905823133
943,2011-02-25,Hall Pass,68000000,45060734,2011,2,Hall Pass2011,Hall Pass,WB (NL),0.6626578529411765,Bradley Thomas,Hall Pass,"Comedy,Romance",tt0480687,4,4.005803830528149,66000000.0,410600000.0,1.1712381905823133
949,2017-12-22,Downsizing,68000000,24449754,2017,12,Downsizing2017,Downsizing,Par.,0.35955520588235296,Mark Johnson,Downsizing,"Drama,Sci-Fi",tt1389072,4,4.005803830528149,66000000.0,410600000.0,1.1712381905823133
950,2012-03-02,Doctor Seuss' The Lorax,67500000,214030500,2012,3,Doctor Seuss' The Lorax2012,,,3.170822222222222,,,,,4,4.004352872896112,66000000.0,410600000.0,1.1712381905823133
952,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,2012,6,Abraham Lincoln: Vampire Hunter2012,Abraham Lincoln: Vampire Hunter,Fox,0.5558390962962962,Tim Burton,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",tt1611224,4,4.004352872896112,66000000.0,410600000.0,1.1712381905823133
958,2014-03-14,Need for Speed,66000000,43568507,2014,3,Need for Speed2014,Need for Speed,BV,0.6601288939393939,Patrick O'Brien,Need for Speed,"Action,Crime,Thriller",tt2369135,4,4.0,66000000.0,410600000.0,1.1712381905823133
962,2012-11-09,Lincoln,65000000,182207973,2012,11,Lincoln2012,Lincoln,BV,2.8031995846153848,Kathleen Kennedy,Lincoln,"Biography,Drama,History",tt0443272,3,4.0,31000000.0,65000000.0,1.2641635364804136
966,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,2018,7,Hotel Transylvania 3: Summer Vacation2018,Hotel Transylvania 3: Summer Vacation,Sony,2.5769244923076924,Michelle Murdocca,Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",tt5220122,3,4.0,31000000.0,65000000.0,1.2641635364804136
967,2012-12-25,Les Miserables,65000000,148809770,2012,12,Les Miserables2012,,,2.289381076923077,,,,,3,4.0,31000000.0,65000000.0,1.2641635364804136
971,2014-12-25,Unbroken,65000000,115637895,2014,12,Unbroken2014,Unbroken,Uni.,1.7790445384615385,,,,,3,4.0,31000000.0,65000000.0,1.2641635364804136
972,2015-06-05,Spy!,65000000,110825712,2015,6,Spy!2015,,,1.7050109538461538,,,,,3,4.0,31000000.0,65000000.0,1.2641635364804136
973,2010-11-05,Due Date,65000000,100539043,2010,11,Due Date2010,Due Date,WB,1.5467545076923077,Daniel Goldberg,Due Date,"Adventure,Comedy",tt1231583,3,4.0,31000000.0,65000000.0,1.2641635364804136
978,2014-12-19,Annie,65000000,85911262,2014,12,Annie2014,,,1.321711723076923,Jay Z,Annie,"Comedy,Drama,Family",tt1823664,3,4.0,31000000.0,65000000.0,1.2641635364804136
981,2016-08-12,Pete's Dragon,65000000,76233151,2016,8,Peteâs Dragon2016,,,1.1728177076923076,,,,,3,4.0,31000000.0,65000000.0,1.2641635364804136
986,2012-05-16,The Dictator,65000000,59650222,2012,5,The Dictator2012,The Dictator,Par.,0.917695723076923,Scott Rudin,The Dictator,Comedy,tt1645170,3,4.0,31000000.0,65000000.0,1.2641635364804136
989,2012-02-17,This Means War,65000000,54760791,2012,2,This Means War2012,This Means War,Fox,0.8424737076923077,Robert Simonds,This Means War,"Action,Comedy,Romance",tt1596350,3,4.0,31000000.0,65000000.0,1.2641635364804136
991,2015-02-27,Focus,65000000,53862963,2015,2,Focus2015,,,0.8286609692307693,Denise Di Novi,Focus,"Comedy,Crime,Drama",tt2381941,3,4.0,31000000.0,65000000.0,1.2641635364804136
