,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
5995,2014-10-10,Meet the Mormons,2000000,6047363,2014,10,Meet the Mormons2014,,,Jeff Roberts,Meet the Mormons,Documentary,tt4003774,4047363,3.0236815,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
5997,2017-10-06,The Florida Project,2000000,5904366,2017,10,The Florida Project2017,The Florida Project,A24,Francesca Silvestri,The Florida Project,Drama,tt5649144,3904366,2.952183,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6001,2017-08-25,All Saints,2000000,5802208,2017,8,All Saints2017,All Saints,Affirm,Marc Bienstock,All Saints,Drama,tt4663548,3802208,2.901104,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6007,2010-10-08,Inside Job,2000000,4311834,2010,10,Inside Job2010,Inside Job,SPC,Audrey Marrs,Inside Job,"Crime,Documentary",tt1645089,2311834,2.155917,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6010,2015-08-28,We Are Your Friends,2000000,3591417,2015,8,We Are Your Friends2015,We Are Your Friends,WB,Eric Fellner,We Are Your Friends,"Drama,Music,Romance",tt3787590,1591417,1.7957085,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6015,2015-09-18,Captive,2000000,2583301,2015,9,Captive2015,,,Lucas Akoskin,Captive,"Action,Crime,Drama",tt3268668,583301,1.2916505,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6017,2018-06-08,Hearts Beat Loud,2000000,2386254,2018,6,Hearts Beat Loud2018,,,Sam Bisbee,Hearts Beat Loud,"Comedy,Drama,Music",tt7158430,386254,1.193127,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6020,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,2017,1,The Resurrection of Gavin Stone2017,,,,,,,303792,1.151896,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6029,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2015,8,The Diary of a Teenage Girl2015,The Diary of a Teenage Girl,SPC,Madeline Samit,The Diary of a Teenage Girl,"Comedy,Drama,Romance",tt3172532,-522998,0.738501,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6034,2014-04-25,Locke,2000000,1370646,2014,4,Locke2014,Locke,A24,,,,,-629354,0.685323,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6037,2011-04-08,Meek's Cutoff,2000000,977772,2011,4,Meek's Cutoff2011,Meek's Cutoff,Osci.,,,,,-1022228,0.488886,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6038,2014-11-28,The Babadook,2000000,950792,2014,11,The Babadook2014,The Babadook,IFC,Kristina Ceyton,The Babadook,"Drama,Horror",tt2321549,-1049208,0.475396,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6042,2010-09-24,The Virginity Hit,2000000,636706,2010,9,The Virginity Hit2010,,,Peter Principato,The Virginity Hit,Comedy,tt1695994,-1363294,0.318353,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6052,2015-02-13,The Last Five Years,2000000,147299,2015,2,The Last Five Years2015,,,,,,,-1852701,0.0736495,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6056,2010-01-29,Saint John of Las Vegas,2000000,102645,2010,1,Saint John of Las Vegas2010,Saint John of Las Vegas,IVP,,,,,-1897355,0.0513225,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6058,2014-09-19,Pump,2000000,72277,2014,9,Pump2014,,,Eyal Aronoff,Pump,Documentary,tt2630916,-1927723,0.0361385,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6062,2015-04-07,Lost River,2000000,45431,2015,4,Lost River2015,,,,,,,-1954569,0.0227155,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6064,2015-10-09,Knock Knock,2000000,36336,2015,10,Knock Knock2015,Knock Knock,LGP,Miguel Asensio Llamas,Knock Knock,"Drama,Thriller",tt3605418,-1963664,0.018168,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6065,2017-02-03,Growing up Smith,2000000,35312,2017,2,Growing up Smith2017,,,,,,,-1964688,0.017656,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6069,2012-10-19,The First Time,2000000,17061,2012,10,The First Time2012,The First Time,Gold.,Liz Glotzer,The First Time,"Comedy,Drama,Romance",tt1763303,-1982939,0.0085305,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6072,2010-08-27,Circle,2000000,10024,2010,8,Circle2010,,,Sharon Nixon Kelly,Circle,"Horror,Thriller",tt1129412,-1989976,0.005012,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6077,2010-06-11,Jerusalema,2000000,7294,2010,6,Jerusalema2010,,,,,,,-1992706,0.003647,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6079,2013-09-13,Plush,2000000,3080,2013,9,Plush2013,,,Jason Blum,Plush,"Drama,Music,Thriller",tt2226519,-1996920,0.00154,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6082,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2012,10,The Ghastly Love of Johnny X2012,,,,,,,-1997564,0.001218,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
6083,2010-09-24,Buried,1987650,1044143,2010,9,Buried2010,Buried,LGF,Adrián Guerra,Buried,"Drama,Mystery,Thriller",tt1462758,-943507,0.5253153221140543,0,0.3964435984772591,9000.0,5000000.0,5617186.473118279
6087,2010-10-08,Nowhere Boy,1900000,1445366,2010,10,Nowhere Boy2010,Nowhere Boy,Wein.,,,,,-454634,0.760718947368421,0,0.37888198757763975,9000.0,5000000.0,5617186.473118279
6089,2015-04-24,Brotherly Love,1900000,478595,2015,4,Brotherly Love2015,,,Charles E. Alston,Brotherly Love,Drama,tt3262990,-1421405,0.2518921052631579,0,0.37888198757763975,9000.0,5000000.0,5617186.473118279
6092,2011-06-03,Submarine,1900000,467602,2011,6,Submarine2011,Submarine,Wein.,,,,,-1432398,0.24610631578947367,0,0.37888198757763975,9000.0,5000000.0,5617186.473118279
6093,2010-04-09,The Square,1900000,406216,2010,4,The Square2010,,,,,,,-1493784,0.2137978947368421,0,0.37888198757763975,9000.0,5000000.0,5617186.473118279
6094,2013-02-08,ABCD (Any Body Can Dance),1900000,222098,2013,2,ABCD (Any Body Can Dance)2013,ABCD (Any Body Can Dance),UTV,Siddharth Roy Kapur,ABCD (Any Body Can Dance),"Drama,Music",tt2321163,-1677902,0.11689368421052632,0,0.37888198757763975,9000.0,5000000.0,5617186.473118279
6096,2010-08-27,The Last Exorcism,1800000,41034350,2010,8,The Last Exorcism2010,The Last Exorcism,LGF,Eric Newman,The Last Exorcism,"Drama,Horror,Thriller",tt1320244,39234350,22.79686111111111,0,0.3588459226607894,9000.0,5000000.0,5617186.473118279
6101,2012-06-27,Beasts of the Southern Wild,1800000,12795746,2012,6,Beasts of the Southern Wild2012,Beasts of the Southern Wild,FoxS,Michael Gottwald,Beasts of the Southern Wild,"Adventure,Drama,Fantasy",tt2125435,10995746,7.108747777777777,0,0.3588459226607894,9000.0,5000000.0,5617186.473118279
6110,2011-08-23,Higher Ground,1800000,841056,2011,8,Higher Ground2011,Higher Ground,SPC,Matthew Parker,Higher Ground,Drama,tt1562568,-958944,0.46725333333333335,0,0.3588459226607894,9000.0,5000000.0,5617186.473118279
6114,2011-04-22,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,2011,4,POM Wonderful Presents: The Greatest Movie Ever Sold2011,POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,,,,,-1161524,0.3547088888888889,0,0.3588459226607894,9000.0,5000000.0,5617186.473118279
6119,2010-10-08,I Spit on Your Grave,1750000,93051,2010,10,I Spit on Your Grave2010,I Spit on Your Grave,Anch.,Lisa M. Hansen,I Spit on Your Grave,"Horror,Thriller",tt1242432,-1656949,0.053172,0,0.34882789020236427,9000.0,5000000.0,5617186.473118279
6124,2014-02-28,The Lunchbox,1700000,4231500,2014,2,The Lunchbox2014,The Lunchbox,SPC,,,,,2531500,2.4891176470588237,0,0.33880985774393907,9000.0,5000000.0,5617186.473118279
6125,2013-10-04,Grace Unplugged,1700000,2507159,2013,10,Grace Unplugged2013,,,Chris Zarpas,Grace Unplugged,"Drama,Music",tt2349460,807159,1.4747994117647059,0,0.33880985774393907,9000.0,5000000.0,5617186.473118279
6129,2015-12-18,Saul fia,1700000,1777043,2015,12,Saul fia2015,,,,,,,77043,1.0453194117647058,0,0.33880985774393907,9000.0,5000000.0,5617186.473118279
6137,2010-10-15,N-Secure,1600000,2595644,2010,10,N-Secure2010,,,Valerie Enloe,N-Secure,"Crime,Drama,Thriller",tt1289419,995644,1.6222775,0,0.3187737928270888,9000.0,5000000.0,5617186.473118279
6144,2014-09-26,Two Night Stand,1600000,15600,2014,9,Two Night Stand2014,Two Night Stand,EOne,William D. Johnson,Two Night Stand,"Comedy,Romance",tt2140619,-1584400,0.00975,0,0.3187737928270888,9000.0,5000000.0,5617186.473118279
6149,2011-04-01,Insidious,1500000,54009150,2011,4,Insidious2011,Insidious,FD,,,,,52509150,36.0061,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6150,2016-10-21,Moonlight,1500000,27854931,2016,10,Moonlight2016,,,Dede Gardner,Moonlight,Drama,tt4975722,26354931,18.569954,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6158,2018-03-23,Unsane,1500000,7690044,2018,3,Unsane2018,Unsane,BST,Joseph Malloch,Unsane,"Drama,Horror,Mystery",tt7153766,6190044,5.126696,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6165,2013-07-26,The To Do List,1500000,3491669,2013,7,The To Do List2013,,,Brian Robbins,The To Do List,"Comedy,Romance",tt1758795,1991669,2.3277793333333334,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6168,2013-02-01,The Gatekeepers,1500000,2408553,2013,2,The Gatekeepers2013,,,,,,,908553,1.605702,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6171,2016-10-21,I'm Not Ashamed,1500000,2082980,2016,10,Iâm Not Ashamed2016,,,,,,,582980,1.3886533333333333,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6174,2013-04-19,The Lords of Salem,1500000,1165881,2013,4,The Lords of Salem2013,,,,,,,-334119,0.777254,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6175,2016-10-21,31,1500000,779820,2016,10,312016,,,Eddie Vaisman,31,"Horror,Thriller",tt3835080,-720180,0.51988,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6181,2016-04-22,Unsullied,1500000,510957,2016,4,Unsullied2016,,,,,,,-989043,0.340638,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6186,2011-02-11,MOOZ-lum,1500000,362239,2011,2,MOOZ-lum2011,,,,,,,-1137761,0.24149266666666666,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6188,2011-08-19,Amigo,1500000,184705,2011,8,Amigo2011,,,,,,,-1315295,0.12313666666666667,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6191,2010-08-06,The Disappearance of Alice Creed,1500000,166980,2010,8,The Disappearance of Alice Creed2010,The Disappearance of Alice Creed,Anch.,,,,,-1333020,0.11132,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6194,2013-10-25,The Square,1500000,124244,2013,10,The Square2013,,,Karim Amer,The Square,"Documentary,Drama,History",tt2486682,-1375756,0.08282933333333334,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6196,2015-03-06,Road Hard,1500000,113169,2015,3,Road Hard2015,,,Nate Adams,Road Hard,Comedy,tt3110770,-1386831,0.075446,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6201,2015-09-28,"Me, You and Five Bucks",1500000,2105,2015,9,"Me, You and Five Bucks2015",,,,,,,-1497895,0.0014033333333333333,0,0.29873772791023845,9000.0,5000000.0,5617186.473118279
6204,2018-11-30,Werk ohne Autor,1400000,1303747,2018,11,Werk ohne Autor2018,,,,,,,-96253,0.9312478571428572,0,0.2787016629933881,9000.0,5000000.0,5617186.473118279
6205,2015-11-20,Mustang,1400000,845464,2015,11,Mustang2015,Mustang,Cohen,Charles Gillibert,Mustang,Drama,tt3966404,-554536,0.6039028571428572,0,0.2787016629933881,9000.0,5000000.0,5617186.473118279
6207,2014-10-03,La chambre bleue,1400000,260441,2014,10,La chambre bleue2014,,,,,,,-1139559,0.1860292857142857,0,0.2787016629933881,9000.0,5000000.0,5617186.473118279
6209,2013-04-05,Eddie: The Sleepwalking Cannibal,1400000,1632,2013,4,Eddie: The Sleepwalking Cannibal2013,,,,,,,-1398368,0.0011657142857142858,0,0.2787016629933881,9000.0,5000000.0,5617186.473118279
6218,2015-01-30,Above and Beyond,1300000,288751,2015,1,Above and Beyond2015,,,,,,,-1011249,0.22211615384615385,0,0.2586655980765378,9000.0,5000000.0,5617186.473118279
6222,2014-06-13,Los insolitos peces gato,1300000,11278,2014,6,Los insolitos peces gato2014,,,,,,,-1288722,0.008675384615384616,0,0.2586655980765378,9000.0,5000000.0,5617186.473118279
6228,2014-10-17,Dear White People,1250000,4404154,2014,10,Dear White People2014,Dear White People,RAtt.,Lena Waithe,Dear White People,"Comedy,Drama,Romance",tt2235108,3154154,3.5233232,0,0.2486475656181126,9000.0,5000000.0,5617186.473118279
6233,2013-04-19,Filly Brown,1250000,2850357,2013,4,Filly Brown2013,,,,,,,1600357,2.2802856,0,0.2486475656181126,9000.0,5000000.0,5617186.473118279
6244,2013-04-19,Home Run,1200000,2859955,2013,4,Home Run2013,,,Carol Spann Mathews,Home Run,"Drama,Sport",tt2051894,1659955,2.3832958333333334,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6250,2012-04-13,Blue Like Jazz,1200000,595018,2012,4,Blue Like Jazz2012,,,J. Clarke Gallivan,Blue Like Jazz,"Comedy,Drama",tt1758575,-604982,0.49584833333333334,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6252,2015-08-28,Que Horas Ela Volta?,1200000,376976,2015,8,Que Horas Ela Volta?2015,,,,,,,-823024,0.3141466666666667,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6255,2012-06-01,"Pink Ribbons, Inc.",1200000,26608,2012,6,"Pink Ribbons, Inc.2012",,,,,,,-1173392,0.022173333333333333,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6256,2018-02-06,Blood Feast,1200000,8708,2018,2,Blood Feast2018,,,,,,,-1191292,0.0072566666666666665,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6257,2011-02-11,Certifiably Jonathan,1200000,7826,2011,2,Certifiably Jonathan2011,,,,,,,-1192174,0.006521666666666667,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6258,2015-09-18,La navaja de Don Juan,1200000,4254,2015,9,La navaja de Don Juan2015,,,,,,,-1195746,0.003545,0,0.23862953315968743,9000.0,5000000.0,5617186.473118279
6259,2014-03-21,God's Not Dead,1150000,60755732,2014,3,Godâs Not Dead2014,,,,,,,59605732,52.83107130434782,0,0.22861150070126227,9000.0,5000000.0,5617186.473118279
6265,2012-03-23,Serbuan maut,1100000,4105123,2012,3,Serbuan maut2012,,,,,,,3005123,3.73193,0,0.2185934682428371,9000.0,5000000.0,5617186.473118279
6269,2012-05-18,Beyond the Black Rainbow,1100000,56491,2012,5,Beyond the Black Rainbow2012,,,,,,,-1043509,0.051355454545454544,0,0.2185934682428371,9000.0,5000000.0,5617186.473118279
6271,2014-11-21,The Sleepwalker,1100000,2636,2014,11,The Sleepwalker2014,,,Julie Christeas,The Sleepwalker,Drama,tt2723576,-1097364,0.0023963636363636366,0,0.2185934682428371,9000.0,5000000.0,5617186.473118279
6278,2012-01-06,The Devil Inside,1000000,53262945,2012,1,The Devil Inside2012,The Devil Inside,Par.,Morris Paulson,The Devil Inside,Horror,tt1560985,52262945,53.262945,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
6280,2015-04-17,Unfriended,1000000,32789645,2015,4,Unfriended2015,Unfriended,Uni.,,,,,31789645,32.789645,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
6283,2013-08-23,You're Next,1000000,18494006,2013,8,You're Next2013,You're Next,LGF,,,,,17494006,18.494006,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
6284,2012-05-25,Chernobyl Diaries,1000000,18119640,2012,5,Chernobyl Diaries2012,Chernobyl Diaries,WB,Brian Witten,Chernobyl Diaries,"Horror,Mystery,Thriller",tt1991245,17119640,18.11964,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
6288,2016-03-11,"Hello, My Name is Doris",1000000,14444999,2016,3,"Hello, My Name is Doris2016","Hello, My Name is Doris",RAtt.,,,,,13444999,14.444999,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
6291,2010-12-29,Blue Valentine,1000000,9737892,2010,12,Blue Valentine2010,Blue Valentine,Wein.,Jamie Patricof,Blue Valentine,"Drama,Romance",tt1120985,8737892,9.737892,0,0.1985574033259868,9000.0,5000000.0,5617186.473118279
