,,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
LowProducer,456,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,2017,9,Kingsman: The Golden Circle2017,Kingsman: The Golden Circle,Fox,David Reid,Kingsman: The Golden Circle,"Action,Adventure,Comedy",tt4649466,-3765162,0.9637965192307693,4,4.110272780034823,66000000.0,410600000.0,22911648.3942029
LowProducer,461,2018-03-09,A Wrinkle in Time,103000000,100478608,2018,3,A Wrinkle in Time2018,A Wrinkle in Time,BV,Jim Whitaker,A Wrinkle in Time,"Adventure,Family,Fantasy",tt1620680,-2521392,0.9755204660194174,4,4.107370864770749,66000000.0,410600000.0,22911648.3942029
LowProducer,466,2018-12-21,Bumblebee,102000000,127195589,2018,12,Bumblebee2018,Bumblebee,Par.,Don Murphy,Bumblebee,"Action,Adventure,Sci-Fi",tt4701182,25195589,1.2470155784313726,4,4.104468949506675,66000000.0,410600000.0,22911648.3942029
LowProducer,470,2012-10-26,Cloud Atlas,102000000,27108272,2012,10,Cloud Atlas2012,Cloud Atlas,WB,Stefan Arndt,Cloud Atlas,"Action,Drama,Mystery",tt1371111,-74891728,0.2657673725490196,4,4.104468949506675,66000000.0,410600000.0,22911648.3942029
LowProducer,476,2012-12-25,Django Unchained,100000000,162805434,2012,12,Django Unchained2012,Django Unchained,Wein.,Reginald Hudlin,Django Unchained,"Drama,Western",tt1853728,62805434,1.62805434,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,479,2010-12-22,Little Fockers,100000000,148438600,2010,12,Little Fockers2010,Little Fockers,Uni.,Jay Roach,Little Fockers,"Comedy,Romance",tt0970866,48438600,1.484386,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,483,2010-08-06,The Other Guys,100000000,119219978,2010,8,The Other Guys2010,The Other Guys,Sony,Patrick Crowley,The Other Guys,"Action,Comedy,Crime",tt1386588,19219978,1.19219978,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,486,2013-12-25,The Wolf of Wall Street,100000000,116900694,2013,12,The Wolf of Wall Street2013,The Wolf of Wall Street,Par.,Emma Tillinger Koskoff,The Wolf of Wall Street,"Biography,Crime,Drama",tt0993846,16900694,1.16900694,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,493,2012-08-17,The Expendables 2,100000000,85028192,2012,8,The Expendables 22012,The Expendables 2,LGF,Avi Lerner,The Expendables 2,"Action,Adventure,Thriller",tt1764651,-14971808,0.85028192,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,496,2014-07-25,Hercules,100000000,72688614,2014,7,Hercules2014,,,Barry Levine,Hercules,"Action,Adventure,Fantasy",tt1267297,-27311386,0.72688614,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,499,2010-12-10,The Tourist,100000000,67631157,2010,12,The Tourist2010,The Tourist,Sony,Roger Birnbaum,The Tourist,"Action,Adventure,Thriller",tt1243957,-32368843,0.67631157,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,505,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,2010,9,Legend of the Guardians: The Owls of Ga'Hoole2010,Legend of the Guardians: The Owls of Ga'Hoole,WB,Zareh Nalbandian,Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation",tt1219342,-44324687,0.55675313,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,511,2014-08-15,The Expendables 3,100000000,39322544,2014,8,The Expendables 32014,The Expendables 3,LGF,Danny Lerner,The Expendables 3,"Action,Adventure,Thriller",tt2333784,-60677456,0.39322544,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,514,2010-03-12,Green Zone,100000000,35497337,2010,3,Green Zone2010,Green Zone,Uni.,Lloyd Levin,Green Zone,"Action,Drama,Thriller",tt0947810,-64502663,0.35497337,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,517,2017-10-20,Geostorm,100000000,33700160,2017,10,Geostorm2017,Geostorm,WB,David Ellison,Geostorm,"Action,Sci-Fi,Thriller",tt1981128,-66299840,0.3370016,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,519,2015-12-25,Point Break,100000000,28782481,2015,12,Point Break2015,,,Broderick Johnson,Point Break,"Action,Crime,Sport",tt2058673,-71217519,0.28782481,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,522,2014-04-18,Transcendence,100000000,23022309,2014,4,Transcendence2014,Transcendence,WB,Annie Marter,Transcendence,"Action,Drama,Sci-Fi",tt2209764,-76977691,0.23022309,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,527,2018-12-14,Mortal Engines,100000000,15951040,2018,12,Mortal Engines2018,Mortal Engines,Uni.,Deborah Forte,Mortal Engines,"Action,Adventure,Fantasy",tt1571234,-84048960,0.1595104,4,4.098665118978526,66000000.0,410600000.0,22911648.3942029
LowProducer,530,2015-11-06,The Peanuts Movie,99000000,130178411,2015,11,The Peanuts Movie2015,The Peanuts Movie,Fox,Paul Feig,The Peanuts Movie,"Adventure,Animation,Comedy",tt2452042,31178411,1.3149334444444445,4,4.095763203714451,66000000.0,410600000.0,22911648.3942029
LowProducer,532,2018-11-21,Robin Hood,99000000,30824628,2018,11,Robin Hood2018,,,Jennifer Davisson,Robin Hood,"Action,Adventure,Thriller",tt4532826,-68175372,0.3113598787878788,4,4.095763203714451,66000000.0,410600000.0,22911648.3942029
LowProducer,537,2015-03-13,Cinderella,95000000,201151353,2015,3,Cinderella2015,,,Allison Shearmur,Cinderella,"Drama,Family,Fantasy",tt1661199,106151353,2.117382663157895,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,540,2012-07-13,Ice Age: Continental Drift,95000000,161321843,2012,7,Ice Age: Continental Drift2012,Ice Age: Continental Drift,Fox,John C. Donkin,Ice Age: Continental Drift,"Adventure,Animation,Comedy",tt1667889,66321843,1.6981246631578948,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,542,2010-05-27,Sex and the City 2,95000000,95347692,2010,5,Sex and the City 22010,Sex and the City 2,WB (NL),John P. Melfi,Sex and the City 2,"Comedy,Drama,Romance",tt1261945,347692,1.0036599157894737,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,543,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,2010,2,Percy Jackson & the Olympians: The Lightning Thief2010,,,Karen Rosenfelt,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",tt0814255,-6231697,0.9344031894736842,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,547,2010-11-12,Unstoppable,95000000,81562942,2010,11,Unstoppable2010,Unstoppable,Fox,Alex Young,Unstoppable,"Action,Thriller",tt0477080,-13437058,0.8585572842105264,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,554,2016-08-19,Ben-Hur,95000000,26410477,2016,8,Ben-Hur2016,,,Duncan Henderson,Ben-Hur,"Action,Adventure,Drama",tt2638144,-68589523,0.2780050210526316,4,4.084155542658154,66000000.0,410600000.0,22911648.3942029
LowProducer,563,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,2011,8,Rise of the Planet of the Apes2011,Rise of the Planet of the Apes,Fox,Dylan Clark,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",tt1318514,83760185,1.9006471505376343,4,4.078351712130006,66000000.0,410600000.0,22911648.3942029
LowProducer,571,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,2013,12,The Secret Life of Walter Mitty2013,The Secret Life of Walter Mitty,Fox,Stuart Cornfeld,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",tt0359950,-32763162,0.6399652527472528,4,4.072547881601857,66000000.0,410600000.0,22911648.3942029
LowProducer,587,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,2011,12,The Girl with the Dragon Tattoo2011,,,Søren Stærmose,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",tt1568346,12515793,1.1390643666666667,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,594,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,2015,12,Alvin and the Chipmunks: The Road Chip2015,Alvin and the Chipmunks: The Road Chip,Fox,Ross Bagdasarian Jr.,Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy",tt2974918,-4113013,0.9542998555555555,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,597,2015-07-24,Pixels,90000000,78765986,2015,7,Pixels2015,Pixels,Sony,Allen Covert,Pixels,"Action,Comedy,Sci-Fi",tt2120120,-11234014,0.8751776222222222,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,603,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,2013,8,Percy Jackson: Sea of Monsters2013,Percy Jackson: Sea of Monsters,Fox,Michael Barnathan,Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",tt1854564,-21440446,0.7617728222222222,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,606,2016-06-10,Now You See Me 2,90000000,65075540,2016,6,Now You See Me 22016,Now You See Me 2,LG/S,Bobby Cohen,Now You See Me 2,"Action,Adventure,Comedy",tt3110958,-24924460,0.7230615555555555,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,616,2011-08-19,Conan the Barbarian,90000000,21295021,2011,8,Conan the Barbarian2011,,,John Baldecchi,Conan the Barbarian,"Action,Adventure,Fantasy",tt0816462,-68704979,0.23661134444444445,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,617,2011-10-21,The Three Musketeers,90000000,20377913,2011,10,The Three Musketeers2011,,,Robert Kulzer,The Three Musketeers,"Action,Adventure,Romance",tt1509767,-69622087,0.22642125555555556,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,619,2017-04-21,The Promise,90000000,8224288,2017,4,The Promise2017,,,Dorival Farlone,The Promise,Drama,tt10013288,-81775712,0.09138097777777777,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,628,2010-11-24,The Nutcracker in 3D,90000000,195459,2010,11,The Nutcracker in 3D2010,The Nutcracker in 3D,Free,Paul Lowin,The Nutcracker in 3D,"Action,Family,Fantasy",tt1041804,-89804541,0.0021717666666666666,4,4.069645966337783,66000000.0,410600000.0,22911648.3942029
LowProducer,631,2018-09-14,The Predator,88000000,51024708,2018,9,The Predator2018,,,John Davis,The Predator,"Action,Adventure,Sci-Fi",tt3829266,-36975292,0.5798262272727273,4,4.063842135809634,66000000.0,410600000.0,22911648.3942029
LowProducer,642,2014-03-21,Divergent,85000000,150947895,2014,3,Divergent2014,Divergent,LG/S,Pouya Shahbazian,Divergent,"Action,Adventure,Mystery",tt1840309,65947895,1.775857588235294,4,4.055136390017411,66000000.0,410600000.0,22911648.3942029
LowProducer,663,2011-11-23,Arthur Christmas,85000000,46462469,2011,11,Arthur Christmas2011,Arthur Christmas,Sony,Carla Shelley,Arthur Christmas,"Adventure,Animation,Comedy",tt1430607,-38537531,0.5466172823529412,4,4.055136390017411,66000000.0,410600000.0,22911648.3942029
LowProducer,666,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,2017,1,xXx: Return of Xander Cage2017,,,Samantha Vincent,xXx: Return of Xander Cage,"Action,Adventure,Thriller",tt1293847,-40101587,0.5282166235294118,4,4.055136390017411,66000000.0,410600000.0,22911648.3942029
LowProducer,670,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,2010,7,Cats & Dogs: The Revenge of Kitty Galore2010,Cats & Dogs: The Revenge of Kitty Galore,WB,Polly Johnsen,Cats & Dogs: The Revenge of Kitty Galore,"Action,Comedy,Family",tt1287468,-41414247,0.5127735647058823,4,4.055136390017411,66000000.0,410600000.0,22911648.3942029
LowProducer,678,2017-12-20,The Greatest Showman,84000000,174340174,2017,12,The Greatest Showman2017,The Greatest Showman,Fox,Jenno Topping,The Greatest Showman,"Biography,Drama,Musical",tt1485796,90340174,2.075478261904762,4,4.052234474753337,66000000.0,410600000.0,22911648.3942029
LowProducer,689,2010-08-13,The Expendables,82000000,103068524,2010,8,The Expendables2010,The Expendables,LGF,Avi Lerner,The Expendables,"Action,Adventure,Thriller",tt1320253,21068524,1.2569332195121952,4,4.046430644225189,66000000.0,410600000.0,22911648.3942029
LowProducer,694,2012-03-23,The Hunger Games,80000000,408010692,2012,3,The Hunger Games2012,The Hunger Games,LGF,Nina Jacobson,The Hunger Games,"Action,Adventure,Sci-Fi",tt1392170,328010692,5.10013365,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,696,2011-05-26,The Hangover Part II,80000000,254464305,2011,5,The Hangover Part II2011,The Hangover Part II,WB,Daniel Goldberg,The Hangover Part II,"Comedy,Mystery",tt1411697,174464305,3.1808038125,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,699,2015-09-25,Hotel Transylvania 2,80000000,169700110,2015,9,Hotel Transylvania 22015,Hotel Transylvania 2,Sony,Michelle Murdocca,Hotel Transylvania 2,"Animation,Comedy,Family",tt2510894,89700110,2.121251375,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,705,2013-07-12,Grown Ups 2,80000000,133668525,2013,7,Grown Ups 22013,Grown Ups 2,Sony,Jack Giarraputo,Grown Ups 2,Comedy,tt2191701,53668525,1.6708565625,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,706,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,2011,12,Alvin and the Chipmunks: Chipwrecked2011,Alvin and the Chipmunks: Chipwrecked,Fox,Ross Bagdasarian Jr.,Alvin and the Chipmunks: Chipwrecked,"Adventure,Animation,Comedy",tt1615918,53107389,1.6638423625,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,709,2010-02-19,Shutter Island,80000000,128012934,2010,2,Shutter Island2010,Shutter Island,Par.,Arnold Messer,Shutter Island,"Mystery,Thriller",tt1130884,48012934,1.600161675,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,723,2010-01-15,The Book of Eli,80000000,94835059,2010,1,The Book of Eli2010,The Book of Eli,WB,Joel Silver,The Book of Eli,"Action,Adventure,Drama",tt1037705,14835059,1.1854382375,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,729,2014-10-17,Fury,80000000,85817906,2014,10,Fury2014,,,Bill Block,Fury,"Action,Drama,War",tt2713180,5817906,1.072723825,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,734,2011-07-08,Zookeeper,80000000,80360866,2011,7,Zookeeper2011,Zookeeper,Sony,Walt Becker,Zookeeper,"Comedy,Family,Romance",tt1222817,360866,1.004510825,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,760,2015-10-23,The Last Witch Hunter,80000000,27367660,2015,10,The Last Witch Hunter2015,The Last Witch Hunter,LG/S,Bernie Goldmann,The Last Witch Hunter,"Action,Adventure,Fantasy",tt1618442,-52632340,0.34209575,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,762,2014-02-21,Pompeii,80000000,23169033,2014,2,Pompeii2014,Pompeii,TriS,Don Carmody,Pompeii,"Action,Adventure,Drama",tt1921064,-56830967,0.2896129125,4,4.04062681369704,66000000.0,410600000.0,22911648.3942029
LowProducer,785,2018-07-20,The Equalizer 2,77000000,102084362,2018,7,The Equalizer 22018,The Equalizer 2,Sony,Jason Blumenthal,The Equalizer 2,"Action,Crime,Thriller",tt3766354,25084362,1.3257709350649352,4,4.031921067904817,66000000.0,410600000.0,22911648.3942029
LowProducer,787,2013-07-03,Despicable Me 2,76000000,368065385,2013,7,Despicable Me 22013,Despicable Me 2,Uni.,Christopher Meledandri,Despicable Me 2,"Adventure,Animation,Comedy",tt1690953,292065385,4.842965592105263,4,4.029019152640743,66000000.0,410600000.0,22911648.3942029
LowProducer,792,2016-07-08,The Secret Life of Pets,75000000,368384330,2016,7,The Secret Life of Pets2016,The Secret Life of Pets,Uni.,Janet Healy,The Secret Life of Pets,"Adventure,Animation,Comedy",tt2709768,293384330,4.911791066666667,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,795,2016-12-21,Sing,75000000,270329045,2016,12,Sing2016,Sing,Uni.,Janet Healy,Sing,"Animation,Comedy,Family",tt3470600,195329045,3.6043872666666665,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,797,2017-06-30,Despicable Me 3,75000000,264624300,2017,6,Despicable Me 32017,Despicable Me 3,Uni.,Janet Healy,Despicable Me 3,"Adventure,Animation,Comedy",tt3469046,189624300,3.528324,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,801,2010-06-25,Grown Ups,75000000,162001186,2010,6,Grown Ups2010,Grown Ups,Sony,Jack Giarraputo,Grown Ups,Comedy,tt1375670,87001186,2.160015813333333,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,808,2013-05-31,Now You See Me,75000000,117723989,2013,5,Now You See Me2013,Now You See Me,LG/S,Alex Kurtzman,Now You See Me,"Crime,Mystery,Thriller",tt1670345,42723989,1.5696531866666668,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,813,2011-11-11,Immortals,75000000,83504017,2011,11,Immortals2011,Immortals,Rela.,Gianni Nunnari,Immortals,"Action,Drama,Fantasy",tt1253864,8504017,1.1133868933333333,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,824,2010-06-04,Killers,75000000,47059963,2010,6,Killers2010,Killers,LGF,Mike Karz,Killers,"Action,Comedy,Romance",tt1103153,-27940037,0.6274661733333333,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,834,2011-03-25,Sucker Punch,75000000,36392502,2011,3,Sucker Punch2011,Sucker Punch,WB,Deborah Snyder,Sucker Punch,"Action,Adventure,Fantasy",tt0978764,-38607498,0.48523336,4,4.026117237376669,66000000.0,410600000.0,22911648.3942029
LowProducer,843,2015-07-10,Minions,74000000,336045770,2015,7,Minions2015,Minions,Uni.,Janet Healy,Minions,"Adventure,Animation,Comedy",tt2293640,262045770,4.541159054054054,4,4.023215322112594,66000000.0,410600000.0,22911648.3942029
LowProducer,880,2013-03-22,Olympus Has Fallen,70000000,98927592,2013,3,Olympus Has Fallen2013,Olympus Has Fallen,FD,Danny Lerner,Olympus Has Fallen,"Action,Thriller",tt2302755,28927592,1.4132513142857144,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,885,2011-12-25,War Horse,70000000,79883359,2011,12,War Horse2011,War Horse,BV,Kathleen Kennedy,War Horse,"Drama,History,War",tt1568911,9883359,1.141190842857143,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,888,2016-09-23,Storks,70000000,72679278,2016,9,Storks2016,Storks,WB,Bradford Lewis,Storks,"Adventure,Animation,Comedy",tt4624424,2679278,1.0382754,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,902,2012-06-15,Rock of Ages,70000000,38518613,2012,6,Rock of Ages2012,Rock of Ages,WB (NL),Garrett Grant,Rock of Ages,"Comedy,Drama,Musical",tt1336608,-31481387,0.5502659,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,911,2013-10-18,Escape Plan,70000000,25135965,2013,10,Escape Plan2013,Escape Plan,LG/S,Remington Chase,Escape Plan,"Action,Crime,Mystery",tt1211956,-44864035,0.35908521428571427,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,914,2011-09-23,Killer Elite,70000000,25124986,2011,9,Killer Elite2011,Killer Elite,ORF,Sigurjon Sighvatsson,Killer Elite,"Action,Crime,Thriller",tt1448755,-44875014,0.3589283714285714,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,920,2014-01-10,The Legend of Hercules,70000000,18848538,2014,1,The Legend of Hercules2014,The Legend of Hercules,LG/S,Danny Lerner,The Legend of Hercules,"Action,Adventure,Fantasy",tt1043726,-51151462,0.2692648285714286,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,926,2015-01-16,Blackhat,70000000,8005980,2015,1,Blackhat2015,Blackhat,Uni.,Jon Jashni,Blackhat,"Action,Crime,Thriller",tt2717822,-61994020,0.11437114285714285,4,4.011607661056297,66000000.0,410600000.0,22911648.3942029
LowProducer,930,2010-07-09,Despicable Me,69000000,251513985,2010,7,Despicable Me2010,Despicable Me,Uni.,John Cohen,Despicable Me,"Animation,Comedy,Family",tt1323594,182513985,3.6451302173913045,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
LowProducer,931,2010-07-30,Dinner for Schmucks,69000000,73026337,2010,7,Dinner for Schmucks2010,Dinner for Schmucks,P/DW,Walter F. Parkes,Dinner for Schmucks,Comedy,tt0427152,4026337,1.0583527101449275,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
LowProducer,933,2018-03-02,Red Sparrow,69000000,46874505,2018,3,Red Sparrow2018,Red Sparrow,Fox,Jenno Topping,Red Sparrow,"Action,Drama,Thriller",tt2873282,-22125495,0.679340652173913,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
LowProducer,939,2015-06-26,Ted 2,68000000,81476385,2015,6,Ted 22015,Ted 2,Uni.,Jason Clark,Ted 2,Comedy,tt2637276,13476385,1.1981821323529411,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
LowProducer,943,2011-02-25,Hall Pass,68000000,45060734,2011,2,Hall Pass2011,Hall Pass,WB (NL),Bradley Thomas,Hall Pass,"Comedy,Romance",tt0480687,-22939266,0.6626578529411765,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
LowProducer,949,2017-12-22,Downsizing,68000000,24449754,2017,12,Downsizing2017,Downsizing,Par.,Mark Johnson,Downsizing,"Drama,Sci-Fi",tt1389072,-43550246,0.35955520588235296,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
LowProducer,952,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,2012,6,Abraham Lincoln: Vampire Hunter2012,Abraham Lincoln: Vampire Hunter,Fox,Tim Burton,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",tt1611224,-29980861,0.5558390962962962,4,4.004352872896112,66000000.0,410600000.0,22911648.3942029
LowProducer,958,2014-03-14,Need for Speed,66000000,43568507,2014,3,Need for Speed2014,Need for Speed,BV,Patrick O'Brien,Need for Speed,"Action,Crime,Thriller",tt2369135,-22431493,0.6601288939393939,4,4.0,66000000.0,410600000.0,22911648.3942029
LowProducer,962,2012-11-09,Lincoln,65000000,182207973,2012,11,Lincoln2012,Lincoln,BV,Kathleen Kennedy,Lincoln,"Biography,Drama,History",tt0443272,117207973,2.8031995846153848,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,966,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,2018,7,Hotel Transylvania 3: Summer Vacation2018,Hotel Transylvania 3: Summer Vacation,Sony,Michelle Murdocca,Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",tt5220122,102500092,2.5769244923076924,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,973,2010-11-05,Due Date,65000000,100539043,2010,11,Due Date2010,Due Date,WB,Daniel Goldberg,Due Date,"Adventure,Comedy",tt1231583,35539043,1.5467545076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,978,2014-12-19,Annie,65000000,85911262,2014,12,Annie2014,,,Jay Z,Annie,"Comedy,Drama,Family",tt1823664,20911262,1.321711723076923,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,989,2012-02-17,This Means War,65000000,54760791,2012,2,This Means War2012,This Means War,Fox,Robert Simonds,This Means War,"Action,Comedy,Romance",tt1596350,-10239209,0.8424737076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,991,2015-02-27,Focus,65000000,53862963,2015,2,Focus2015,,,Denise Di Novi,Focus,"Comedy,Crime,Drama",tt2381941,-11137037,0.8286609692307693,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,998,2012-09-14,Resident Evil: Retribution,65000000,42345531,2012,9,Resident Evil: Retribution2012,Resident Evil: Retribution,SGem,Jeremy Bolt,Resident Evil: Retribution,"Action,Horror,Sci-Fi",tt1855325,-22654469,0.6514697076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,1011,2014-01-24,"I, Frankenstein",65000000,19075290,2014,1,"I, Frankenstein2014","I, Frankenstein",LGF,Andrew Mason,"I, Frankenstein","Action,Fantasy,Horror",tt1418377,-45924710,0.293466,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,1015,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,2014,8,Sin City: A Dame to Kill For2014,,,Mark C. Manuel,Sin City: A Dame to Kill For,"Crime,Thriller",tt0458481,-51242196,0.21165852307692307,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,1019,2016-12-25,Live by Night,65000000,10378555,2016,12,Live by Night2016,,,Jennifer Davisson,Live by Night,"Action,Crime,Drama",tt2361317,-54621445,0.15967007692307691,3,4.0,31000000.0,65000000.0,11378705.229850747
LowProducer,1030,2011-04-01,Hop,63000000,108085305,2011,4,Hop2011,Hop,Uni.,Christopher Meledandri,Hop,"Adventure,Animation,Comedy",tt1411704,45085305,1.7156397619047619,3,3.9411764705882355,31000000.0,65000000.0,11378705.229850747
LowProducer,1037,2015-12-25,The Hateful Eight,62000000,54117416,2015,12,The Hateful Eight2015,The Hateful Eight,Wein.,Richard N. Gladstein,The Hateful Eight,"Crime,Drama,Mystery",tt3460252,-7882584,0.8728615483870967,3,3.911764705882353,31000000.0,65000000.0,11378705.229850747
LowProducer,1042,2014-10-03,Gone Girl,61000000,167767189,2014,10,Gone Girl2014,Gone Girl,Fox,Reese Witherspoon,Gone Girl,"Drama,Mystery,Thriller",tt2267998,106767189,2.750281786885246,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
LowProducer,1047,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,2015,9,Maze Runner: The Scorch Trials2015,Maze Runner: The Scorch Trials,Fox,Ellen Goldsmith-Vein,Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",tt4046784,20697192,1.3392982295081968,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
LowProducer,1050,2013-08-02,2 Guns,61000000,75612460,2013,8,2 Guns2013,2 Guns,Uni.,George Furla,2 Guns,"Action,Comedy,Crime",tt1272878,14612460,1.2395485245901638,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
LowProducer,1063,2016-09-09,Sully,60000000,125070033,2016,9,Sully2016,Sully,WB,Tim Moore,Sully,"Biography,Drama",tt3263904,65070033,2.08450055,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1081,2010-08-13,Eat Pray Love,60000000,80574010,2010,8,Eat Pray Love2010,Eat Pray Love,Sony,Dede Gardner,Eat Pray Love,"Drama,Romance",tt0879870,20574010,1.3429001666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
LowProducer,1082,2012-12-21,Jack Reacher,60000000,80070736,2012,12,Jack Reacher2012,Jack Reacher,Par.,Don Granger,Jack Reacher,"Action,Crime,Thriller",tt0790724,20070736,1.3345122666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
