,,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
LowProducer,4768,2016-11-18,The Edge of Seventeen,9000000,14431633,2016,11,The Edge of Seventeen2016,The Edge of Seventeen,STX,Julie Ansell,The Edge of Seventeen,"Comedy,Drama",tt1878870,5431633,1.6035147777777778,1,1.3877551020408163,5200000.0,15000000.0,7655981.445714286
LowProducer,4771,2016-12-02,Jackie,9000000,13960394,2016,12,Jackie2016,Jackie,FoxS,Juan de Dios Larraín,Jackie,"Biography,Drama,History",tt1619029,4960394,1.5511548888888889,1,1.3877551020408163,5200000.0,15000000.0,7655981.445714286
LowProducer,4777,2011-08-12,Glee: The 3D Concert Movie,9000000,11862398,2011,8,Glee: The 3D Concert Movie2011,,,Dante Di Loreto,Glee: The 3D Concert Movie,"Documentary,Music",tt1922612,2862398,1.3180442222222222,1,1.3877551020408163,5200000.0,15000000.0,7655981.445714286
LowProducer,4779,2016-11-04,Loving,9000000,7710234,2016,11,Loving2016,Loving,Focus,Peter Saraf,Loving,"Biography,Drama,Romance",tt4669986,-1289766,0.8566926666666667,1,1.3877551020408163,5200000.0,15000000.0,7655981.445714286
LowProducer,4796,2018-12-25,Destroyer,9000000,1533324,2018,12,Destroyer2018,Destroyer,Annapurna,Fred Berger,Destroyer,"Action,Crime,Drama",tt7137380,-7466676,0.17036933333333334,1,1.3877551020408163,5200000.0,15000000.0,7655981.445714286
LowProducer,4812,2015-11-13,Heist,8900000,50136,2015,11,Heist2015,,,Wayne Marc Godfrey,Heist,"Action,Crime,Thriller",tt3276924,-8849864,0.0056332584269662925,1,1.3775510204081631,5200000.0,15000000.0,7655981.445714286
LowProducer,4818,2016-11-18,Manchester by the Sea,8500000,47695371,2016,11,Manchester by the Sea2016,Manchester by the Sea,RAtt.,Kevin J. Walsh,Manchester by the Sea,Drama,tt4034228,39195371,5.611220117647059,1,1.336734693877551,5200000.0,15000000.0,7655981.445714286
LowProducer,4826,2014-10-31,Nightcrawler,8500000,32381218,2014,10,Nightcrawler2014,Nightcrawler,ORF,Jennifer Fox,Nightcrawler,"Crime,Drama,Thriller",tt2872718,23881218,3.8095550588235296,1,1.336734693877551,5200000.0,15000000.0,7655981.445714286
LowProducer,4833,2013-09-27,Baggage Claim,8500000,21569509,2013,9,Baggage Claim2013,Baggage Claim,FoxS,Steven J. Wolfe,Baggage Claim,Comedy,tt1171222,13069509,2.537589294117647,1,1.336734693877551,5200000.0,15000000.0,7655981.445714286
LowProducer,4842,2014-06-13,The Rover,8500000,1109199,2014,6,The Rover2014,The Rover,A24,David Linde,The Rover,"Action,Crime,Drama",tt2345737,-7390801,0.130494,1,1.336734693877551,5200000.0,15000000.0,7655981.445714286
LowProducer,4848,2013-05-31,Yeh Jawaani Hai Deewani,8300000,3827466,2013,5,Yeh Jawaani Hai Deewani2013,Yeh Jawaani Hai Deewani,Eros,Hiroo Johar,Yeh Jawaani Hai Deewani,"Comedy,Drama,Musical",tt2178470,-4472534,0.46114048192771084,1,1.316326530612245,5200000.0,15000000.0,7655981.445714286
LowProducer,4861,2010-09-17,Easy A,8000000,58401464,2010,9,Easy A2010,Easy A,SGem,Zanne Devine,Easy A,"Comedy,Drama,Romance",tt1282140,50401464,7.300183,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4869,2011-09-30,50/50,8000000,35016118,2011,9,50/502011,50/50,Sum.,Evan Goldberg,50/50,"Comedy,Drama,Romance",tt1306980,27016118,4.37701475,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4872,2015-09-02,A Walk in the Woods,8000000,29499394,2015,9,A Walk in the Woods2015,A Walk in the Woods,BG,Chip Diggins,A Walk in the Woods,"Adventure,Biography,Comedy",tt1178665,21499394,3.68742425,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4875,2014-01-31,That Awkward Moment,8000000,26068955,2014,1,That Awkward Moment2014,That Awkward Moment,Focus,Scott Aversano,That Awkward Moment,"Comedy,Romance",tt1800246,18068955,3.258619375,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4888,2013-09-18,Enough Said,8000000,17550872,2013,9,Enough Said2013,Enough Said,FoxS,Stefanie Azpiazu,Enough Said,"Comedy,Drama,Romance",tt2390361,9550872,2.193859,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4898,2011-04-29,Prom,8000000,10130219,2011,4,Prom2011,Prom,BV,Ted Griffin,Prom,"Comedy,Drama,Family",tt1604171,2130219,1.266277375,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4902,2015-06-12,Me and Earl and the Dying Girl,8000000,6758416,2015,6,Me and Earl and the Dying Girl2015,Me and Earl and the Dying Girl,FoxS,Jeremy Dawson,Me and Earl and the Dying Girl,"Comedy,Drama,Romance",tt2582496,-1241584,0.844802,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4905,2010-10-08,It's Kind of a Funny Story,8000000,6363628,2010,10,It's Kind of a Funny Story2010,It's Kind of a Funny Story,Focus,Ben Browning,It's Kind of a Funny Story,"Comedy,Drama,Romance",tt0804497,-1636372,0.7954535,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4910,2016-09-02,Morgan,8000000,3915251,2016,9,Morgan2016,Morgan,Fox,Mark Huffam,Morgan,"Action,Horror,Sci-Fi",tt4520364,-4084749,0.489406375,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4913,2015-12-30,Anomalisa,8000000,3759286,2015,12,Anomalisa2015,Anomalisa,Par.,Dino Stamatopoulos,Anomalisa,"Animation,Comedy,Drama",tt2401878,-4240714,0.46991075,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4916,2010-12-29,Another Year,8000000,3205706,2010,12,Another Year2010,Another Year,SPC,Georgina Lowe,Another Year,"Comedy,Drama",tt1431181,-4794294,0.40071325,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4922,2010-11-19,Made in Dagenham,8000000,1095369,2010,11,Made in Dagenham2010,Made in Dagenham,SPC,Elizabeth Karlsen,Made in Dagenham,"Biography,Comedy,Drama",tt1371155,-6904631,0.136921125,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4933,2018-10-26,London Fields,8000000,252676,2018,10,London Fields2018,,,Geyer Kosinski,London Fields,"Crime,Mystery,Thriller",tt1273221,-7747324,0.0315845,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4941,2010-10-29,Wild Target,8000000,109338,2010,10,Wild Target2010,Wild Target,Free,Martin Pope,Wild Target,"Action,Comedy,Crime",tt1235189,-7890662,0.01366725,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4945,2016-11-18,A Street Cat Named Bob,8000000,82703,2016,11,A Street Cat Named Bob2016,A Street Cat Named Bob,Cleopatra,Adam Rolston,A Street Cat Named Bob,"Biography,Comedy,Drama",tt3606888,-7917297,0.010337875,1,1.2857142857142856,5200000.0,15000000.0,7655981.445714286
LowProducer,4969,2011-12-21,Albert Nobbs,7500000,3014696,2011,12,Albert Nobbs2011,,,Bonnie Curtis,Albert Nobbs,"Drama,Romance",tt1602098,-4485304,0.40195946666666665,1,1.2346938775510203,5200000.0,15000000.0,7655981.445714286
LowProducer,4970,2016-06-24,The Neon Demon,7500000,1333124,2016,6,The Neon Demon2016,The Neon Demon,BG,Vincent Maraval,The Neon Demon,"Horror,Thriller",tt1974419,-6166876,0.17774986666666667,1,1.2346938775510203,5200000.0,15000000.0,7655981.445714286
LowProducer,4977,2017-01-13,The Bye Bye Man,7400000,22395806,2017,1,The Bye Bye Man2017,The Bye Bye Man,STX,Jeffrey Soros,The Bye Bye Man,"Drama,Fantasy,Horror",tt4030600,14995806,3.0264602702702703,1,1.2244897959183674,5200000.0,15000000.0,7655981.445714286
LowProducer,4989,2012-06-29,Magic Mike,7000000,113721571,2012,6,Magic Mike2012,Magic Mike,WB,Gregory Jacobs,Magic Mike,"Comedy,Drama",tt1915581,106721571,16.245938714285714,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,4992,2018-03-16,I Can Only Imagine,7000000,83482352,2018,3,I Can Only Imagine2018,,,Cindy Bond,I Can Only Imagine,"Biography,Drama,Family",tt6450186,76482352,11.926050285714286,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,4995,2011-05-06,Jumping the Broom,7000000,37295394,2011,5,Jumping the Broom2011,Jumping the Broom,TriS,Michael Mahoney,Jumping the Broom,"Comedy,Drama",tt1640484,30295394,5.327913428571429,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5008,2017-04-07,Gifted,7000000,24801212,2017,4,Gifted2017,Gifted,FoxS,Andy Cohen,Gifted,Drama,tt4481414,17801212,3.543030285714286,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5016,2015-06-19,Dope,7000000,17506470,2015,6,Dope2015,Dope,ORF,Nina Yang Bongiovi,Dope,"Comedy,Crime,Drama",tt3850214,10506470,2.500924285714286,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5020,2014-01-17,Devil's Due,7000000,15821461,2014,1,Devil's Due2014,Devil's Due,Fox,John Davis,Devil's Due,"Horror,Mystery,Thriller",tt2752758,8821461,2.260208714285714,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5022,2014-11-14,Beyond the Lights,7000000,14618727,2014,11,Beyond the Lights2014,,,Sharon Tomlinson,Beyond the Lights,"Drama,Music,Romance",tt3125324,7618727,2.0883895714285714,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5037,2010-06-18,Cyrus,7000000,7468936,2010,6,Cyrus2010,Cyrus,FoxS,Michael Costigan,Cyrus,"Comedy,Drama,Romance",tt1336617,468936,1.0669908571428572,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5053,2010-12-22,Somewhere,7000000,1785645,2010,12,Somewhere2010,Somewhere,Focus,G. Mac Brown,Somewhere,"Comedy,Drama",tt1421051,-5214355,0.2550921428571429,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5057,2013-11-15,The Christmas Candle,7000000,1632000,2013,11,The Christmas Candle2013,The Christmas Candle,ELS,Tom Newman,The Christmas Candle,"Drama,Family",tt2739338,-5368000,0.23314285714285715,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5064,2015-10-02,Freeheld,7000000,546201,2015,10,Freeheld2015,Freeheld,LGF,Duncan Montgomery,Freeheld,"Biography,Drama,Romance",tt1658801,-6453799,0.07802871428571428,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5069,2010-07-30,The Extra Man,7000000,453377,2010,7,The Extra Man2010,The Extra Man,Magn.,Anthony Bregman,The Extra Man,Comedy,tt1361313,-6546623,0.06476814285714286,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5076,2010-03-26,Ca$h,7000000,46488,2010,3,Ca$h2010,,,Naveen A. Chathapuram,Ca$h,"Crime,Thriller",tt1106860,-6953512,0.006641142857142857,1,1.183673469387755,5200000.0,15000000.0,7655981.445714286
LowProducer,5080,2012-09-21,House at the End of the Street,6900000,31611916,2012,9,House at the End of the Street2012,,,Aaron Ryder,House at the End of the Street,"Drama,Horror,Thriller",tt1582507,24711916,4.581437101449275,1,1.1734693877551021,5200000.0,15000000.0,7655981.445714286
LowProducer,5084,2010-09-17,Incendies,6800000,6857096,2010,9,Incendies2010,,,Luc Déry,Incendies,"Drama,Mystery,War",tt1255953,57096,1.0083964705882353,1,1.163265306122449,5200000.0,15000000.0,7655981.445714286
LowProducer,5093,2014-10-03,Annabelle,6500000,84273813,2014,10,Annabelle2014,Annabelle,WB (NL),Peter Safran,Annabelle,"Horror,Mystery,Thriller",tt3322940,77773813,12.965202,1,1.1326530612244898,5200000.0,15000000.0,7655981.445714286
LowProducer,5105,2017-10-20,Same Kind of Different as Me,6500000,6423605,2017,10,Same Kind of Different as Me2017,,,Cale Boyter,Same Kind of Different as Me,"Biography,Drama",tt1230168,-76395,0.9882469230769231,1,1.1326530612244898,5200000.0,15000000.0,7655981.445714286
LowProducer,5107,2011-12-02,Shame,6500000,4002293,2011,12,Shame2011,Shame,FoxS,Iain Canning,Shame,Drama,tt1723811,-2497707,0.6157373846153846,1,1.1326530612244898,5200000.0,15000000.0,7655981.445714286
LowProducer,5110,2013-05-31,The East,6500000,2274649,2013,5,The East2013,The East,FoxS,Michael Costigan,The East,"Adventure,Drama,Thriller",tt1869716,-4225351,0.349946,1,1.1326530612244898,5200000.0,15000000.0,7655981.445714286
LowProducer,5163,2012-09-07,The Words,6000000,11494838,2012,9,The Words2012,The Words,CBS,Michael Benaroya,The Words,"Drama,Mystery,Romance",tt1840417,5494838,1.9158063333333333,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5172,2012-03-16,Casa de mi Padre,6000000,5909483,2012,3,Casa de mi Padre2012,,,Darlene Caamano Loquet,Casa de mi Padre,"Comedy,Western",tt1702425,-90517,0.9849138333333334,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5175,2011-07-29,The Guard,6000000,5359774,2011,7,The Guard2011,The Guard,SPC,Chris Clark,The Guard,"Comedy,Crime,Thriller",tt1540133,-640226,0.8932956666666667,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5185,2014-07-18,Wish I Was Here,6000000,3591299,2014,7,Wish I Was Here2014,Wish I Was Here,Focus,Michael Shamberg,Wish I Was Here,"Comedy,Drama",tt2870708,-2408701,0.5985498333333333,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5188,2014-03-14,Veronica Mars,6000000,3322127,2014,3,Veronica Mars2014,Veronica Mars,WB,Dan Etheridge,Veronica Mars,"Crime,Drama,Mystery",tt2771372,-2677873,0.5536878333333334,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5197,2011-07-15,Snow Flower and the Secret Fan,6000000,1348205,2011,7,Snow Flower and the Secret Fan2011,Snow Flower and the Secret Fan,FoxS,Wendi Murdoch,Snow Flower and the Secret Fan,"Drama,History",tt1541995,-4651795,0.22470083333333332,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5198,2018-09-14,Mandy,6000000,1214525,2018,9,Mandy2018,Mandy,RLJ,Daniel Noah,Mandy,"Action,Fantasy,Horror",tt6998518,-4785475,0.20242083333333333,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5212,2012-12-07,Deadfall,6000000,66351,2012,12,Deadfall2012,,,Todd Wagner,Deadfall,"Crime,Drama,Thriller",tt1667310,-5933649,0.0110585,1,1.0816326530612246,5200000.0,15000000.0,7655981.445714286
LowProducer,5229,2012-10-05,Trade of Innocents,5800000,15091,2012,10,Trade of Innocents2012,,,Laurie Bolthouse,Trade of Innocents,"Drama,Thriller",tt1772408,-5784909,0.002601896551724138,1,1.0612244897959184,5200000.0,15000000.0,7655981.445714286
LowProducer,5239,2010-07-16,Standing Ovation,5600000,531806,2010,7,Standing Ovation2010,,,Diane Kirman,Standing Ovation,Musical,tt1303803,-5068194,0.09496535714285714,1,1.0408163265306123,5200000.0,15000000.0,7655981.445714286
LowProducer,5240,2012-12-07,Khiladi 786,5600000,385422,2012,12,Khiladi 7862012,Khiladi 786,Eros,Twinkle Khanna,Khiladi 786,"Action,Comedy",tt2166214,-5214578,0.06882535714285715,1,1.0408163265306123,5200000.0,15000000.0,7655981.445714286
LowProducer,5247,2013-09-27,Don Jon,5500000,24477704,2013,9,Don Jon2013,Don Jon,Rela.,Ram Bergman,Don Jon,"Comedy,Drama,Romance",tt2229499,18977704,4.450491636363636,1,1.030612244897959,5200000.0,15000000.0,7655981.445714286
LowProducer,5260,2011-07-15,Salvation Boulevard,5500000,28468,2011,7,Salvation Boulevard2011,,,Cathy Schulman,Salvation Boulevard,"Action,Comedy,Drama",tt1251743,-5471532,0.005176,1,1.030612244897959,5200000.0,15000000.0,7655981.445714286
LowProducer,5272,2011-04-22,Dum Maaro Dum,5200000,564489,2011,4,Dum Maaro Dum2011,Dum Maaro Dum,FoxS,Ramesh Sippy,Dum Maaro Dum,"Action,Crime,Drama",tt1618430,-4635511,0.10855557692307692,1,1.0,5200000.0,15000000.0,7655981.445714286
LowProducer,5279,2011-10-21,Paranormal Activity 3,5000000,104028807,2011,10,Paranormal Activity 32011,Paranormal Activity 3,Par.,Steven Schneider,Paranormal Activity 3,"Horror,Mystery,Thriller",tt1778304,99028807,20.8057614,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5283,2016-03-11,10 Cloverfield Lane,5000000,72082999,2016,3,10 Cloverfield Lane2016,10 Cloverfield Lane,Par.,Lindsey Weber,10 Cloverfield Lane,"Drama,Horror,Mystery",tt1179933,67082999,14.4165998,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5285,2016-07-22,Lights Out,5000000,67268835,2016,7,Lights Out2016,Lights Out,WB (NL),Lawrence Grey,Lights Out,"Drama,Horror,Mystery",tt4786282,62268835,13.453767,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5287,2015-09-11,The Visit,5000000,65206105,2015,9,The Visit2015,The Visit,Uni.,Marc Bienstock,The Visit,"Horror,Mystery,Thriller",tt3567288,60206105,13.041221,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5292,2014-10-24,Ouija,5000000,50856010,2014,10,Ouija2014,Ouija,Uni.,Brad Fuller,Ouija,"Horror,Mystery,Thriller",tt1204977,45856010,10.171202,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5310,2013-11-01,Dallas Buyers Club,5000000,27298285,2013,11,Dallas Buyers Club2013,Dallas Buyers Club,Focus,Robbie Brenner,Dallas Buyers Club,"Biography,Drama",tt0790636,22298285,5.459657,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5312,2015-08-26,No Escape,5000000,27288872,2015,8,No Escape2015,No Escape,Wein.,David Lancaster,No Escape,"Action,Thriller",tt1781922,22288872,5.4577744,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5315,2015-02-27,The Lazarus Effect,5000000,25801570,2015,2,The Lazarus Effect2015,The Lazarus Effect,Rela.,Jimmy Miller,The Lazarus Effect,"Horror,Mystery,Sci-Fi",tt2918436,20801570,5.160314,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5319,2011-08-26,Our Idiot Brother,5000000,24814830,2011,8,Our Idiot Brother2011,Our Idiot Brother,Wein.,Marc Turtletaub,Our Idiot Brother,"Comedy,Drama",tt1637706,19814830,4.962966,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5322,2018-03-09,The Strangers: Prey at Night,5000000,24431472,2018,3,The Strangers: Prey at Night2018,,,Robert Jones,The Strangers: Prey at Night,Horror,tt1285009,19431472,4.8862944,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5328,2013-07-05,The Way Way Back,5000000,21502690,2013,7,The Way Way Back2013,,,Tom Rice,The Way Way Back,"Comedy,Drama",tt1727388,16502690,4.300538,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5330,2014-08-29,"As Above, So Below",5000000,21222315,2014,8,"As Above, So Below2014",,,Patrick Aiello,"As Above, So Below","Adventure,Horror,Mystery",tt2870612,16222315,4.244463,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5338,2016-02-19,Race,5000000,19115191,2016,2,Race2016,,,Kate Garwood,Race,"Biography,Drama,Sport",tt3499096,14115191,3.8230382,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5344,2011-09-02,Apollo 18,5000000,17686929,2011,9,Apollo 182011,Apollo 18,W/Dim.,Timur Bekmambetov,Apollo 18,"Horror,Mystery,Sci-Fi",tt1772240,12686929,3.5373858,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5346,2018-03-23,"Paul, Apostle of Christ",5000000,17547999,2018,3,"Paul, Apostle of Christ2018","Paul, Apostle of Christ",Affirm,David Zelon,"Paul, Apostle of Christ","Adventure,Biography,Drama",tt7388562,12547999,3.5095998,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5347,2014-10-10,Addicted,5000000,17390770,2014,10,Addicted2014,Addicted,LGF,Paul Hall,Addicted,"Drama,Thriller",tt2205401,12390770,3.478154,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5356,2017-06-09,It Comes at Night,5000000,13985117,2017,6,It Comes at Night2017,,,David Kaplan,It Comes at Night,"Horror,Mystery",tt4695012,8985117,2.7970234,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5365,2017-03-03,Before I Fall,5000000,12241072,2017,3,Before I Fall2017,Before I Fall,ORF,Jon Shestack,Before I Fall,"Drama,Fantasy,Mystery",tt1691916,7241072,2.4482144,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5384,2018-09-21,Fahrenheit 11/9,5000000,6352306,2018,9,Fahrenheit 11/92018,,,Carl Deal,Fahrenheit 11/9,Documentary,tt8632862,1352306,1.2704612,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5387,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,2010,5,Sea Rex 3D: Journey to a Prehistoric World2010,Sea Rex 3D: Journey to a Prehistoric World,3D,Francois Mantello,Sea Rex 3D: Journey to a Prehistoric World,Documentary,tt1529567,1096582,1.2193164,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5395,2015-09-11,90 Minutes in Heaven,5000000,4816142,2015,9,90 Minutes in Heaven2015,,,Rick Jackson,90 Minutes in Heaven,Drama,tt4337690,-183858,0.9632284,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5406,2017-03-03,Table 19,5000000,3614896,2017,3,Table 192017,Table 19,FoxS,Shawn Levy,Table 19,"Comedy,Drama,Romance",tt1412528,-1385104,0.7229792,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5412,2016-03-04,The Other Side of the Door,5000000,3000342,2016,3,The Other Side of the Door2016,The Other Side of the Door,Fox,Rory Aitken,The Other Side of the Door,Horror,tt3702652,-1999658,0.6000684,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5418,2010-12-17,Rabbit Hole,5000000,2229058,2010,12,Rabbit Hole2010,Rabbit Hole,LGF,Dean Vanech,Rabbit Hole,Drama,tt0935075,-2770942,0.4458116,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5422,2015-10-23,Jem and the Holograms,5000000,2184640,2015,10,Jem and the Holograms2015,Jem and the Holograms,Uni.,Stephen Davis,Jem and the Holograms,"Adventure,Drama,Family",tt3614530,-2815360,0.436928,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5425,2016-12-28,Paterson,5000000,2141423,2016,12,Paterson2016,Paterson,BST,Joshua Astrachan,Paterson,"Comedy,Drama,Romance",tt5247022,-2858577,0.4282846,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5436,2013-08-16,Ain't Them Bodies Saints,5000000,391611,2013,8,Ain't Them Bodies Saints2013,Ain't Them Bodies Saints,IFC,Lars Knudsen,Ain't Them Bodies Saints,"Crime,Drama,Romance",tt2388637,-4608389,0.0783222,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5447,2015-08-07,Cop Car,5000000,134552,2015,8,Cop Car2015,,,Alicia Van Couvering,Cop Car,"Crime,Thriller",tt3813310,-4865448,0.0269104,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5457,2014-10-17,Rudderless,5000000,56001,2014,10,Rudderless2014,Rudderless,Gold.,Jeff Rice,Rudderless,"Comedy,Drama,Music",tt1798243,-4943999,0.0112002,0,1.0,9000.0,5000000.0,5617186.473118279
LowProducer,5471,2013-07-19,Only God Forgives,4800000,775849,2013,7,Only God Forgives2013,Only God Forgives,RTWC,Lene Børglum,Only God Forgives,"Crime,Drama",tt1602613,-4024151,0.16163520833333334,0,0.9599278701662993,9000.0,5000000.0,5617186.473118279
LowProducer,5474,2011-09-30,Take Shelter,4750000,1728953,2011,9,Take Shelter2011,Take Shelter,SPC,Tyler Davidson,Take Shelter,"Drama,Horror,Thriller",tt1675192,-3021047,0.3639901052631579,0,0.9499098377078742,9000.0,5000000.0,5617186.473118279
LowProducer,5510,2011-10-07,Blackthorn,4500000,200558,2011,10,Blackthorn2011,Blackthorn,Magn.,Ibon Cormenzana,Blackthorn,"Action,Adventure,Western",tt1629705,-4299442,0.044568444444444445,0,0.8998196754157484,9000.0,5000000.0,5617186.473118279
LowProducer,5512,2015-05-08,Maggie,4500000,187112,2015,5,Maggie2015,Maggie,RAtt.,Trevor Kaufman,Maggie,"Drama,Horror",tt1881002,-4312888,0.04158044444444445,0,0.8998196754157484,9000.0,5000000.0,5617186.473118279
LowProducer,5522,2014-09-04,Falcon Rising,4500000,11774,2014,9,Falcon Rising2014,Falcon Rising,Free,Ernst Etchie Stroh,Falcon Rising,"Action,Adventure",tt2295722,-4488226,0.0026164444444444442,0,0.8998196754157484,9000.0,5000000.0,5617186.473118279
LowProducer,5532,2010-08-13,Animal Kingdom,4200000,1044039,2010,8,Animal Kingdom2010,Animal Kingdom,SPC,Liz Watts,Animal Kingdom,"Crime,Drama",tt1313092,-3155961,0.2485807142857143,0,0.8397114806651974,9000.0,5000000.0,5617186.473118279
LowProducer,5540,2015-01-23,The Boy Next Door,4000000,36006065,2015,1,The Boy Next Door2015,The Boy Next Door,Uni.,Benny Medina,The Boy Next Door,"Horror,Thriller",tt3181822,32006065,9.00151625,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5547,2014-07-11,Boyhood,4000000,25379975,2014,7,Boyhood2014,Boyhood,IFC,Jonathan Sehring,Boyhood,Drama,tt1065073,21379975,6.34499375,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5551,2010-07-09,The Kids Are All Right,4000000,20811365,2010,7,The Kids Are All Right2010,The Kids Are All Right,Focus,Celine Rattray,The Kids Are All Right,"Comedy,Drama,Romance",tt0842926,16811365,5.20284125,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5557,2013-03-01,The Last Exorcism Part II,4000000,15179303,2013,3,The Last Exorcism Part II2013,The Last Exorcism Part II,CBS,Thomas A. Bliss,The Last Exorcism Part II,"Drama,Horror,Thriller",tt2034139,11179303,3.79482575,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5566,2016-05-13,The Darkness,4000000,10753574,2016,5,The Darkness2016,The Darkness,BH Tilt,Bianca Martino,The Darkness,"Horror,Thriller",tt1878841,6753574,2.6883935,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5591,2011-06-17,The Art of Getting By,4000000,1430241,2011,6,The Art of Getting By2011,The Art of Getting By,FoxS,Kara Baker,The Art of Getting By,"Drama,Romance",tt1645080,-2569759,0.35756025,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5596,2011-09-23,Red State,4000000,1065429,2011,9,Red State2011,Red State,SMod,Jonathan Gordon,Red State,"Action,Crime,Horror",tt0873886,-2934571,0.26635725,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
LowProducer,5599,2012-10-17,Holy Motors,4000000,641054,2012,10,Holy Motors2012,Holy Motors,IM,Martine Marignac,Holy Motors,"Drama,Fantasy",tt2076220,-3358946,0.1602635,0,0.7996393508314967,9000.0,5000000.0,5617186.473118279
